lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf_1,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price
53,22153,3,4,1990,2008,129.58064417581997,287.5770019341633,29.124284266758423,399.29741704185363,715.9987032427754,924.2083281879192,99.93471681938924,52.23302008453163,2020.8670215854415,0,0,2,1,2,2,5,1,1988,0,746.8579648258846,169.99283346777128,77.01764714314147,7.019095960366114,22.146292538144767,26.551204557979165,24.803532680272806,100.64535682887534,3,2009,180,RM,Grvl,Reg,Bnk,AllPub,FR2,Gtl,NAmes,Artery,1Fam,1Story,Flat,VinylSd,MetalSd,Gd,Ex,PConc,Gd,Gd,Mn,ALQ,GLQ,GasW,Ex,Y,SBrkr,Gd,Typ,Gd,CarPort,RFn,Fa,Fa,N,New,Abnorml,487450.34
122,18507,4,3,1903,1988,112.13935020759695,310.9025781320481,34.68676288151271,127.57185007301298,473.1611910865738,1619.542059432692,158.31934281194756,37.20079389102942,3013.257583920898,2,0,3,0,1,1,6,1,1984,0,359.67834761506685,86.7728751914833,65.27336396349236,23.129841895084166,13.461739229044847,20.4933137706726,137.4205016228628,84.24828539641611,1,2008,160,FV,Pave,IR2,HLS,NoSeWa,CulDSac,Sev,Edwards,Norm,TwnhsE,2Story,Flat,MetalSd,Plywood,Ex,TA,PConc,Fa,TA,Gd,ALQ,GLQ,Grav,Fa,N,SBrkr,Fa,Min1,Fa,BuiltIn,Fin,Ex,Ex,P,ConLD,Family,554492.59
93,16250,3,2,1984,2007,42.23560387333035,905.1264100609637,53.26225409244031,205.59316991569003,1163.981834069094,1446.8371037071188,441.58872484714556,4.2198093589424,995.9466784936343,0,1,1,1,3,2,8,0,2004,1,351.3875686852632,33.98046930540438,25.990995076889813,11.718695853121295,9.885570177866276,32.49434216758244,106.13522635583658,206.31077690287094,9,2010,50,RH,Grvl,IR1,Bnk,NoSeWa,FR2,Sev,Somerst,Feedr,TwnhsE,2Story,Gable,VinylSd,Plywood,TA,TA,Slab,Ex,Fa,Mn,ALQ,LwQ,Grav,Gd,Y,SBrkr,TA,Min2,Po,BuiltIn,RFn,Fa,Fa,N,ConLD,Family,446876.21
72,22302,3,8,1932,1995,170.13983849504336,318.8326624700538,15.302941893078357,128.36257672255763,462.4981810856898,979.1870374563496,250.93577917698417,39.01152510627406,2100.0958802640375,1,1,1,1,2,2,7,2,1930,0,364.4195909798776,59.0983421263698,12.545046874449795,12.321467355985895,29.762616763627314,55.862379254865154,146.4692621690118,22.19277808248758,6,2008,180,RH,Pave,Reg,HLS,NoSeWa,FR2,Gtl,NAmes,Artery,TwnhsE,1.5Fin,Hip,Wd Sdng,MetalSd,Gd,TA,BrkTil,Fa,Gd,No,Rec,Unf,GasA,Fa,Y,FuseA,Fa,Typ,Po,BuiltIn,RFn,Gd,Po,Y,WD,Family,462461.14
91,27398,2,8,1977,1993,148.00423796754836,164.67188449792062,31.753350431583364,360.081590660265,556.506825589769,2000.0786518215784,1010.3208959800685,13.476997603656667,2549.9557517244307,0,0,3,1,5,2,4,2,1975,0,239.50957895005257,169.95152803695328,2.4063804342585002,55.98026219970593,75.98595410820548,1.1077379802770724,42.51993028416688,199.87800311076765,6,2008,20,RM,Pave,IR1,Bnk,AllPub,Inside,Sev,Edwards,Norm,TwnhsE,2Story,Hip,MetalSd,MetalSd,Ex,Gd,BrkTil,Ex,Gd,Gd,BLQ,Unf,GasW,Gd,Y,FuseA,Gd,Min1,Gd,BuiltIn,RFn,Fa,Ex,P,WD,Normal,501617.74
136,11252,3,8,1920,1956,92.84361314022588,377.7941134124652,88.91782047406014,338.7846541525428,805.4965880390682,1627.8672337746161,152.2030637599888,19.038547247849678,3258.88777216104,2,0,1,0,5,2,8,2,1988,3,169.14878201121397,52.49270390670709,95.74173326260137,5.096198687369782,35.45934903977638,0.8110555884173279,23.570095847802104,99.29249825798361,12,2009,120,FV,Grvl,IR2,Lvl,AllPub,Corner,Mod,OldTown,Feedr,TwnhsE,1Story,Flat,MetalSd,Wd Sdng,Ex,Gd,Slab,Ex,TA,Mn,ALQ,GLQ,GasA,TA,N,FuseF,Gd,Min1,TA,CarPort,RFn,Fa,Gd,Y,COD,Abnorml,546192.43
125,13740,2,8,1915,1954,161.78680920027557,509.95489143669533,49.909919995971734,137.50550021481922,697.3703116474862,1394.7051217282608,138.68368336631008,46.10621018430646,1455.3094300640234,0,1,1,1,1,1,4,1,1913,3,190.97979179589294,74.69008772111971,60.42235342584949,40.14424209617781,65.41657466469803,19.60684752447816,123.02437413884205,151.51427692290892,12,2007,75,RM,Pave,Reg,Bnk,AllPub,CulDSac,Mod,Edwards,Artery,TwnhsE,1.5Fin,Flat,MetalSd,VinylSd,TA,Gd,BrkTil,Gd,Ex,Gd,Rec,Unf,Grav,Fa,Y,SBrkr,TA,Min2,TA,BuiltIn,Unf,TA,Fa,N,COD,Family,400140.12
123,7305,5,6,1987,1987,304.9704913122723,589.1155264538561,96.27630750304063,461.14086572836374,1146.5326996852605,841.1365821398782,794.9961315420887,44.328381255145125,1870.3440912266992,1,1,3,1,1,1,10,0,2008,2,387.69932536223416,78.21526247398606,102.00567705276882,27.524746584526138,37.90992008297777,9.401698330677503,16.07856548103069,31.677175573839236,2,2008,20,RM,Pave,IR2,Lvl,AllPub,CulDSac,Sev,Edwards,Feedr,1Fam,1.5Fin,Hip,MetalSd,Plywood,Gd,Gd,BrkTil,Ex,Ex,Gd,Rec,Rec,GasA,Fa,Y,FuseF,Gd,Maj1,Ex,Detchd,Unf,Ex,TA,P,COD,Partial,549104.96
86,20118,2,5,1989,1989,37.97202939886431,124.12799217202891,193.35170668677014,558.2256815527714,875.7053804115706,2186.994777371595,706.4001044000087,43.43163958275534,1722.217364289388,0,1,2,1,4,1,3,1,1987,3,664.5696788652,135.97615102587534,173.3494999067082,15.065810170584715,2.453813403835181,25.072835253149304,27.426382904496123,140.9269722436078,11,2007,60,FV,Pave,Reg,HLS,AllPub,FR2,Sev,OldTown,Feedr,TwnhsE,1.5Fin,Hip,HdBoard,Wd Sdng,Fa,Ex,CBlock,Fa,Ex,No,Rec,ALQ,GasW,TA,Y,FuseA,Gd,Min1,Po,Attchd,RFn,Fa,TA,Y,ConLD,Normal,445348.83
118,13275,2,8,2008,2008,74.75735131032062,784.6859620336281,95.59691827312103,153.09761283091203,1033.3804931376612,917.1174572800296,607.5013994364102,184.81867605276702,2479.7778733907853,1,1,1,0,2,2,11,0,2006,0,425.0656817946881,162.03538215013563,55.658029678928536,55.49503993612389,115.36141023654932,25.708464288609207,43.93355740388816,60.504805936002064,12,2006,160,RM,Grvl,Reg,Bnk,NoSeWa,FR2,Mod,OldTown,Feedr,TwnhsE,2Story,Gable,MetalSd,Wd Sdng,Fa,Gd,CBlock,TA,Gd,Mn,BLQ,ALQ,GasW,Gd,N,SBrkr,Ex,Min2,Fa,Attchd,Unf,Fa,Fa,P,New,Normal,496642.25
78,11586,9,5,1975,2010,77.713024281844,496.6908902803895,121.83224856422896,297.8551823011979,916.3783211458162,971.9978219215757,920.4348595283434,22.732699139752896,2489.1383091538405,1,1,1,1,1,2,12,1,1973,3,756.2250757680483,101.59963854207408,16.005841040941455,116.65225932374564,24.419387980497024,19.28994069385479,19.681906768493924,263.4469521430239,1,2009,120,FV,Pave,IR1,Bnk,AllPub,Corner,Gtl,Somerst,Artery,Duplex,2Story,Flat,VinylSd,MetalSd,Fa,Fa,PConc,Ex,TA,No,LwQ,Rec,GasA,Gd,Y,FuseA,Gd,Min2,Ex,Detchd,Unf,Ex,TA,Y,New,Family,785005.04
108,21502,2,6,1951,1958,159.33874548720382,755.2808995356002,9.509172096249294,580.5312349706451,1345.3213066024946,2829.3084985652217,323.2252503111392,5.99562411553986,1418.6854117149614,2,1,3,1,3,1,10,2,1949,1,887.9835859449043,57.31854193044911,125.25559141121043,31.322638622527748,87.4703580596124,69.92183293050095,41.59231501698701,46.53369722298541,11,2010,75,RH,Grvl,Reg,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Duplex,1.5Fin,Hip,HdBoard,Wd Sdng,Fa,Fa,CBlock,TA,TA,Av,ALQ,ALQ,GasA,TA,Y,FuseA,Gd,Maj1,Ex,BuiltIn,RFn,TA,Ex,P,WD,Family,434759.95
103,13428,2,3,1921,2007,55.28770967870595,85.15276890770251,190.58296455844717,279.9257178223036,555.6614512884532,651.9092926201901,394.45554311313475,52.81232316867394,1702.6999010289426,1,1,2,1,4,2,9,0,1919,1,1192.0402081027903,95.32294630215992,51.47138494266897,32.01654606903262,65.09191733216615,8.18630021650446,10.413907115227927,200.7416901965278,10,2008,120,RL,Pave,IR2,Bnk,NoSeWa,FR2,Mod,NAmes,Norm,Duplex,1Story,Hip,VinylSd,Plywood,TA,TA,PConc,Ex,Ex,Gd,GLQ,LwQ,Grav,TA,N,SBrkr,Fa,Maj1,Fa,Attchd,Fin,TA,Fa,P,WD,Normal,481860.34
64,15002,2,7,1932,1990,153.2090643664784,622.0231340983131,9.09147190765317,176.43976777448182,807.554373780448,645.7870798882808,690.5555634863249,36.95293381408786,1778.3913930261745,1,0,3,1,5,2,7,1,1930,3,1126.575447607352,55.02347575955403,35.785783714734684,8.453434795175578,1.8323751816758098,10.715678436370784,10.038435660786782,47.54674450607488,4,2006,30,RM,Pave,IR2,Bnk,NoSeWa,CulDSac,Sev,Edwards,Norm,Duplex,1.5Fin,Hip,Wd Sdng,Wd Sdng,Gd,Gd,PConc,TA,TA,Gd,GLQ,ALQ,GasA,TA,N,FuseA,Fa,Maj1,Gd,Attchd,Fin,Gd,TA,N,ConLD,Family,475280.64
66,14321,3,7,1971,1971,60.92687202129355,118.70776376906778,46.25998862912556,211.7564811873886,376.72423358558194,996.3031675044045,638.1981329441329,14.375535881392247,892.2655847076579,0,1,2,1,3,2,8,1,1969,1,120.07569227786342,266.40465636835677,33.12363518043668,5.516443832727172,18.825529611488594,88.1275262764987,115.15374693112214,136.30553753756132,8,2007,30,RL,Grvl,IR1,Bnk,NoSeWa,Inside,Gtl,NAmes,Artery,1Fam,1Story,Gable,HdBoard,Wd Sdng,Ex,Gd,PConc,Fa,Fa,No,Unf,Rec,GasW,Ex,N,FuseF,Fa,Typ,TA,BuiltIn,Fin,Po,Ex,P,COD,Abnorml,385715.07
46,9239,6,6,1938,1953,33.98578942392551,239.87266982164502,22.08627111754456,151.63698139213733,413.5959223313269,557.4531448165745,269.85825658059156,13.12947962467664,2167.9605985855196,2,0,2,1,4,2,8,2,1936,2,538.6967000737772,74.84365488594176,94.96349359622258,28.59177653415735,8.188502904601812,4.244155862528603,20.834491894355374,902.6674012999731,1,2010,80,RL,Pave,IR1,Lvl,NoSeWa,FR2,Sev,Edwards,Artery,1Fam,1Story,Gable,MetalSd,Wd Sdng,TA,TA,CBlock,Ex,Fa,No,ALQ,Unf,Grav,TA,N,SBrkr,Ex,Min1,TA,Attchd,RFn,TA,TA,Y,ConLD,Partial,599246.56
53,5522,8,5,1953,1974,97.03430183723772,508.03296538185384,4.973482638073834,470.5485400304792,983.5549880504069,567.8846528154098,1124.7767209017195,93.66328350035192,2119.3581935829743,2,1,2,1,3,1,11,1,2000,1,270.3929760442317,190.5203946178819,93.81314223947669,3.1502095857490198,6.635818754391652,17.874755010554143,46.40812396495456,388.9902556321469,9,2009,70,RL,Grvl,IR2,Lvl,NoSeWa,Inside,Sev,NAmes,Norm,TwnhsE,1.5Fin,Flat,VinylSd,Plywood,Gd,Fa,PConc,Gd,Ex,No,GLQ,GLQ,GasW,Gd,Y,FuseF,Ex,Typ,Fa,CarPort,Fin,Gd,Gd,P,COD,Partial,684044.89
83,25162,7,3,1918,1970,59.82884908304085,108.20211716161654,91.09015933936267,433.2007965211818,632.4930730221611,2781.838389916427,188.53067254918378,0.4883022452667521,898.4377235085003,2,1,1,0,4,1,4,1,1973,2,198.02585348337809,191.40572816360742,147.83936907387158,2.3022646833048355,27.605319641583264,15.787748277990977,5.940526948442336,623.6550337394624,5,2007,50,RM,Grvl,IR1,HLS,NoSeWa,CulDSac,Gtl,Somerst,Feedr,1Fam,1Story,Gable,HdBoard,VinylSd,Fa,Gd,CBlock,TA,Gd,Mn,GLQ,GLQ,GasW,TA,Y,FuseF,Gd,Maj1,Po,CarPort,Fin,Fa,TA,P,ConLD,Normal,592121.42
87,4568,6,2,1948,1969,104.36126168848986,192.3383845780084,131.10864901773547,805.1688942704486,1128.6159278661926,986.0477341961885,420.58633111954845,36.08776798338717,2252.0256584494687,2,0,2,1,5,1,8,1,1946,0,315.8893056563776,101.99283646501893,21.400672741596065,45.962672758216655,44.20725669659717,38.255083471661,16.777324891525087,409.40045471329466,4,2010,20,RL,Pave,IR2,Lvl,NoSeWa,Inside,Gtl,Edwards,Artery,1Fam,2Story,Flat,VinylSd,MetalSd,Ex,Ex,Slab,Fa,Gd,Mn,Rec,Rec,GasW,Gd,Y,FuseF,Ex,Maj1,Po,Detchd,Fin,Gd,Ex,Y,ConLD,Partial,618654.6
56,11096,2,6,1926,1982,123.30740960889875,83.59286977260905,260.45972356188713,125.02299476949453,469.0755881039907,1422.8519445250597,201.5736569041829,12.458907477319237,4500.0,0,0,3,1,5,2,8,0,1983,0,949.1199369001886,112.55168320972356,21.024578050892345,5.580325830172777,3.5766449853996143,21.97253048879219,82.98165902684981,131.95006276438892,10,2006,70,FV,Grvl,IR2,HLS,AllPub,Corner,Sev,Somerst,Norm,TwnhsE,1.5Fin,Flat,VinylSd,Wd Sdng,TA,TA,BrkTil,TA,Ex,Gd,ALQ,Rec,Grav,TA,N,FuseF,Fa,Typ,Gd,CarPort,Unf,Ex,Ex,P,New,Normal,616621.23
81,20689,8,6,1912,1957,20.008295849494612,498.6963649415546,103.41595529243797,144.4671676002188,746.5794878342114,422.71242778277696,2195.9621173677124,41.48087747418373,1070.247199537245,2,1,2,0,4,2,5,0,1968,2,749.2144672306457,112.89344226153365,71.56696350184396,47.67453571674104,2.8496703006504758,3.2965528476006476,30.208527810388826,329.3607280772119,10,2008,120,RM,Pave,IR2,Lvl,AllPub,FR2,Sev,CollgCr,Feedr,TwnhsE,1Story,Gable,MetalSd,MetalSd,Fa,Gd,Slab,Gd,TA,Av,Rec,Rec,GasA,Ex,Y,SBrkr,TA,Maj1,Ex,Attchd,Fin,TA,TA,N,ConLD,Partial,631361.95
100,5676,2,7,1914,1957,65.68083727865056,151.56246045241633,31.51994160290298,63.05766515717537,246.14006721249467,613.6249822438134,575.8632387281065,9.983555390248506,892.3530581428334,2,0,3,0,5,1,7,2,1913,3,390.55026754790515,130.84859444628106,78.2350055002932,84.67404360475784,21.161885841599386,13.052903143223348,35.44073199690417,113.24399654992271,5,2008,60,RL,Grvl,IR2,Bnk,NoSeWa,Inside,Mod,OldTown,Feedr,1Fam,1Story,Flat,VinylSd,Wd Sdng,TA,Fa,PConc,Ex,Fa,Av,LwQ,ALQ,Grav,TA,N,SBrkr,TA,Min2,Gd,Attchd,Unf,Fa,Gd,N,WD,Normal,321506.03
63,20354,7,8,1957,1992,97.09442368177788,303.67808033611936,48.64832985934062,325.76821795693087,678.0946281523909,3005.4854070117763,237.05858916882607,42.48982160869135,2531.5518960494746,1,1,3,1,1,2,7,2,1955,0,597.2308406567779,25.04214344047334,133.5241224694445,42.89924907691922,38.085989993913394,11.20749128964684,5.762262295187427,21.800359474622766,2,2006,75,RH,Grvl,IR1,HLS,NoSeWa,CulDSac,Sev,Edwards,Feedr,Duplex,2Story,Gable,HdBoard,Plywood,TA,TA,Slab,TA,Fa,Gd,ALQ,LwQ,Grav,Fa,Y,FuseF,TA,Min1,Fa,BuiltIn,Unf,Gd,Ex,Y,New,Abnorml,637193.15
73,22525,5,5,1940,2010,162.26522678355627,404.3476967949867,6.597294849409345,87.77936355079159,498.7243551951876,561.2809609020322,382.8053967716307,73.86430286778953,1413.2459300152377,0,1,2,1,4,2,3,0,1981,2,491.07666090993365,354.4494925014066,140.63321835615716,4.260736538098748,51.3433892599954,45.45327297565977,299.43143528057055,178.73639122260903,9,2006,30,FV,Grvl,IR2,Lvl,NoSeWa,Corner,Sev,Somerst,Feedr,1Fam,1Story,Hip,VinylSd,MetalSd,Ex,Ex,PConc,Gd,Gd,Gd,ALQ,ALQ,GasW,Ex,Y,SBrkr,Ex,Maj1,Gd,CarPort,Unf,Ex,Gd,N,New,Abnorml,562310.94
76,20561,9,7,1911,1966,148.76666313569945,374.6665262844289,54.302593086087604,779.2741637313596,1208.2432831018762,1450.054711601794,683.2957413875905,14.883440929340436,3018.6585121910216,1,0,2,0,5,1,7,1,1971,0,316.40664068984046,94.22979752618694,69.26769793083686,149.65440914592676,83.16388190918842,87.77775076034044,13.069268682775025,12.119695027463937,11,2009,180,RH,Pave,IR1,HLS,NoSeWa,Inside,Sev,NAmes,Norm,Duplex,2Story,Hip,MetalSd,MetalSd,Ex,Gd,PConc,Fa,Ex,No,BLQ,LwQ,Grav,Gd,N,FuseF,Fa,Min1,Fa,Detchd,Unf,Gd,Gd,Y,WD,Partial,718777.3
90,10540,4,7,1957,2006,45.51768230976327,350.240960593671,78.38627301467366,114.2360258554753,542.86325946382,400.0,1005.319033326493,17.881880927181243,1654.9031228442163,1,0,1,1,5,2,4,2,1963,2,219.73286370991735,221.4554473781507,147.3425263642286,34.06209993367626,74.77873606828341,70.0053300914087,85.9890956249216,108.48192432379098,11,2006,160,RH,Grvl,IR2,Lvl,NoSeWa,CulDSac,Gtl,OldTown,Norm,Duplex,1Story,Hip,HdBoard,Wd Sdng,Ex,Gd,PConc,TA,Fa,Av,BLQ,Unf,Grav,Fa,N,SBrkr,Fa,Min1,Gd,Attchd,RFn,TA,Po,Y,WD,Family,426803.05
76,2553,7,3,1918,1971,80.74420937516832,349.74024107150035,126.37284356424433,37.03067937181395,513.1437640075586,400.0,258.4055885278389,40.900104186939174,1207.6753422845213,2,0,3,0,2,2,6,2,1954,3,357.74040633587146,95.74369587783713,58.47670677495173,31.359144960266455,31.773976928908844,21.20652336294524,115.22160812205186,441.99859837600036,6,2008,60,RL,Pave,Reg,Lvl,AllPub,Corner,Mod,CollgCr,Artery,TwnhsE,1Story,Flat,MetalSd,VinylSd,TA,Gd,BrkTil,Fa,TA,Av,BLQ,Rec,Grav,Gd,N,FuseF,Gd,Min2,TA,CarPort,RFn,Po,Fa,N,New,Family,577204.09
113,26845,5,7,1901,1970,127.93586788635236,89.26159046461407,156.8707939271961,84.8249092096038,330.957293601414,975.9495091996733,1385.579140952659,57.2576814381401,1638.7610713675647,0,0,1,1,3,1,5,0,1976,1,623.0528481023161,100.37903218730233,59.128298858474814,26.835606020257202,37.519651618660674,58.83870808008325,42.64641858854346,367.9441760338739,7,2009,70,FV,Grvl,IR1,Lvl,NoSeWa,FR2,Gtl,CollgCr,Norm,TwnhsE,2Story,Gable,VinylSd,MetalSd,TA,Gd,PConc,TA,Fa,Mn,Unf,LwQ,GasA,TA,N,FuseA,TA,Min1,Ex,Detchd,Fin,Gd,Fa,Y,New,Family,517951.91
72,11143,6,2,1914,1955,76.43221060681567,250.4181874119164,122.795706445577,273.9397045364798,647.1535983939732,1964.210163851164,559.4067354601822,157.21559185184464,2488.7621678841597,2,1,1,0,4,2,10,0,1997,3,1018.4171806213224,46.75879229256483,50.07474321610076,14.54979979321058,48.73039828679222,59.78471124252401,74.10547919205304,110.24904022278817,2,2008,80,RL,Pave,Reg,HLS,NoSeWa,Corner,Mod,NAmes,Feedr,1Fam,1Story,Flat,HdBoard,Wd Sdng,TA,Ex,PConc,Ex,Gd,Gd,GLQ,GLQ,GasW,TA,N,SBrkr,Gd,Min2,Ex,Detchd,Fin,Ex,Ex,N,New,Normal,622864.57
83,24540,9,6,1949,1975,49.50139373963606,347.4420065830893,27.62631605807014,209.52750658308514,584.5958292242447,1176.4075035572125,800.2514361797901,18.36283200720972,2440.445253996272,0,0,3,0,1,1,12,0,1947,1,542.5758107435836,53.56657916442336,20.008732844617935,9.3853112274514,3.1138346687321588,104.14344466595779,46.079248766331915,621.1294527895936,4,2007,30,FV,Pave,Reg,Bnk,AllPub,CulDSac,Gtl,OldTown,Artery,TwnhsE,1.5Fin,Flat,Wd Sdng,Plywood,Gd,Fa,BrkTil,Ex,TA,Gd,LwQ,ALQ,Grav,TA,Y,SBrkr,Gd,Maj1,Po,Detchd,Fin,Fa,Gd,Y,COD,Partial,702496.19
77,7538,7,8,2005,2005,88.61595074807155,320.1362948482705,18.75705352583752,112.241431206883,451.134779580991,1032.2257240324743,359.26217302517097,17.866193315556764,691.4769313362211,2,1,1,1,4,2,4,1,2003,3,251.9953012993017,8.007582214947258,11.613578242214496,6.2777628402734935,17.38532781058531,24.070985719903312,8.331996452292085,230.3469522714681,9,2010,75,RH,Grvl,Reg,Bnk,NoSeWa,FR2,Gtl,Somerst,Feedr,1Fam,2Story,Hip,HdBoard,Plywood,Fa,TA,PConc,TA,Gd,Mn,BLQ,Rec,GasA,TA,Y,FuseA,Fa,Min2,Ex,CarPort,Unf,Gd,Gd,P,WD,Normal,511756.36
58,6547,5,6,1926,1990,119.43572130539484,273.48145629906867,147.57195615268466,201.9282021139236,622.9816145656769,1706.5664886720867,720.6750493396464,6.709261954777531,2484.6345155799186,2,0,2,1,2,2,5,2,1994,2,177.34241513916743,308.3921548320054,70.45986648644003,24.272472247083744,65.14845681000212,16.166681816632384,20.931426932973626,278.2404668661542,10,2008,50,RL,Pave,IR2,Bnk,NoSeWa,Corner,Mod,Somerst,Feedr,Duplex,2Story,Flat,MetalSd,VinylSd,Gd,Gd,Slab,Ex,Ex,No,Unf,BLQ,Grav,Ex,N,SBrkr,Fa,Maj1,TA,Attchd,Unf,Fa,TA,P,COD,Normal,565099.12
108,23788,5,8,1931,1959,41.70181800790259,169.8168203802575,4.63355261510487,139.8975263462716,314.34789934163393,1328.5665875669165,337.7972959325199,0.14355801822321956,1809.1468364878551,1,0,1,0,5,2,4,0,1956,1,479.44299263278083,195.10786327993117,127.0367615330908,45.46794765148621,6.525988394055508,31.905763432950884,56.32202807093546,84.05807299706044,5,2008,75,FV,Pave,Reg,Bnk,NoSeWa,Corner,Gtl,Edwards,Norm,TwnhsE,2Story,Flat,Wd Sdng,VinylSd,Fa,TA,PConc,Gd,Ex,No,BLQ,Unf,GasA,Fa,Y,FuseA,Gd,Min2,TA,Detchd,Unf,Fa,Fa,P,New,Normal,521103.39
63,28312,7,2,1926,1961,137.89733918440433,368.75744485388617,361.0773911366795,320.35829611930575,1050.1931321098714,400.0,399.8900560144799,74.47752568608259,1897.8303746982756,0,1,3,1,4,2,7,2,1924,1,71.36861709913164,46.59287859168398,34.346321947238856,10.756260986663591,1.8441836306468882,85.86855957446006,27.913527840646555,320.52376785832456,12,2009,70,RL,Pave,IR2,HLS,NoSeWa,Corner,Gtl,NAmes,Feedr,TwnhsE,1Story,Flat,MetalSd,Plywood,Ex,Fa,Slab,TA,Fa,Gd,GLQ,Unf,GasA,TA,Y,FuseF,Fa,Maj1,Fa,Attchd,RFn,TA,Fa,Y,ConLD,Abnorml,570243.53
69,26097,4,5,1939,1976,101.4056180585952,419.5799663213035,35.13099341024027,90.7734211435971,545.4843808751409,1128.8778675501906,1031.713831331926,23.992937768501662,2168.883910628068,1,1,1,0,2,1,6,2,1937,3,1300.0,88.15876333920738,138.92416317281436,40.55010889177224,6.821995682320395,3.0580424839982854,2.363172487375664,119.31438599393648,4,2007,70,FV,Grvl,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,TwnhsE,2Story,Gable,MetalSd,Wd Sdng,Ex,Gd,BrkTil,Ex,Ex,No,BLQ,GLQ,GasW,TA,N,FuseF,Ex,Min2,Fa,Attchd,RFn,Po,Fa,N,ConLD,Family,577026.64
119,23034,3,7,1979,1979,141.43325780882523,213.89202675087904,212.25077506694072,247.13150236426497,673.2743041820847,852.9698731723649,769.0597640405402,6.347436604202398,881.4266941183968,2,0,1,1,1,2,7,2,1980,1,535.5733335572362,132.2918253231268,168.21111328613983,22.431884382319836,9.744592672221527,36.404274673946794,26.62395438347941,37.892612198285136,9,2007,80,RL,Grvl,IR2,HLS,AllPub,FR2,Sev,Edwards,Norm,1Fam,1Story,Hip,MetalSd,Wd Sdng,Fa,Gd,Slab,Ex,Fa,Av,LwQ,Unf,Grav,Ex,N,FuseF,Gd,Min1,TA,CarPort,Fin,TA,Po,P,COD,Normal,398759.77
134,8907,5,6,1935,1958,87.11729330158775,591.9108171552928,42.89522394073556,254.5872043741515,889.3932454701799,1008.0080660010553,432.7812680279687,64.41107519488388,671.9528678468639,2,0,2,0,4,1,3,1,1954,1,846.8077015321082,27.407492115083695,45.46923591978933,28.313154306554228,21.311773828728757,8.139822404852321,23.32655083104084,232.37427943073237,9,2010,60,RH,Grvl,Reg,Bnk,NoSeWa,Inside,Gtl,Edwards,Feedr,Duplex,1.5Fin,Hip,MetalSd,Wd Sdng,Fa,Ex,CBlock,Ex,Fa,No,BLQ,Unf,GasA,Fa,N,SBrkr,Fa,Maj1,TA,BuiltIn,RFn,Ex,Fa,N,COD,Abnorml,468902.72
107,27569,2,8,1972,1988,275.2200454261397,795.6188924801269,133.7841712489072,214.3344525830157,1143.7375163120498,836.8795053548598,993.2089200363417,52.69156523172557,707.7711383272946,1,0,2,0,3,1,11,2,1987,2,719.3771041789286,42.32121401298646,8.54116484079958,67.20976196404943,37.008294471458825,23.135395581869957,44.76981611223835,142.14247886918838,8,2007,120,RM,Grvl,IR1,HLS,AllPub,FR2,Mod,NAmes,Feedr,Duplex,1.5Fin,Hip,HdBoard,Wd Sdng,TA,TA,PConc,Gd,Fa,Av,GLQ,ALQ,Grav,Fa,Y,FuseF,TA,Min1,Fa,Attchd,RFn,Gd,Gd,Y,New,Partial,416075.52
131,20699,3,5,1999,2008,117.77911567835554,308.24261458472637,19.68976885565146,294.63175372575233,622.5641371661302,1138.2876539816327,667.0871262101547,17.608356451166667,2914.294457734399,1,0,1,1,4,1,12,1,1997,0,529.4303393776544,78.24928633314502,49.829625429596675,40.8237449045853,50.113511430862076,49.90017835661597,14.709864162552769,131.35161155226697,5,2009,50,RH,Pave,IR2,HLS,AllPub,CulDSac,Mod,OldTown,Norm,1Fam,1Story,Flat,VinylSd,Wd Sdng,Ex,Ex,BrkTil,TA,Fa,Av,Unf,GLQ,GasA,TA,N,FuseA,Gd,Min1,Ex,Attchd,Unf,Gd,TA,Y,WD,Abnorml,534262.67
