Borrower_ID,Age,Monthly_Income,Loan_Amount,Loan_Term_Months,Interest_Rate,Credit_Score,Days_Past_Due,Missed_Payments,Employment_Status,Loan_Purpose,Education_Level,Marital_Status,Num_Dependents,Residence_Type,Years_At_Current_Address,Outstanding_Balance,Collateral_Value,Debt_to_Income_Ratio,Collection_Attempts,Previous_Defaults,Recovery_Status,Estimated_EMI,Loan_to_Income_Ratio,EMI_to_Income_Ratio,Debt_Burden_Score,Collateral_Coverage_Ratio,Recovery_Efficiency_Ratio,Risk_Exposure_Score,Missed_Payment_Severity,Delinquency_Score,Recovery_Difficulty_Index,Collection_Intensity_Score,Behavioral_Risk_Score
BOR0249,62,14328,12973,36,13.54337160982425,753,58,8,Unemployed,Business,Master's,Single,2,Rented,5.780291894601009,18051,30297,0.7363437800277121,7,1,1,440.51467811183585,0.07545249395123767,0.030745022202110263,0.4188243390061913,1.6783181918900953,1.2251264701183615,13.35407904630541,0.9061194319790489,0.3611111111111111,0.3334284991308557,0.07954545454545454,0.49666666666666665
BOR0250,54,6835,13577,60,5.360288430549261,500,263,16,Retired,Debt Consolidation,Master's,Married,2,Mortgage,3.872137407926444,10737,43890,0.1203866494923737,8,3,0,258.4618521260381,0.16553279687881003,0.03781446263731354,0.08322916540759663,4.087353324641461,1.0312826812202793,15.64649866753903,1.4869197608390177,0.9,0.6478100293909914,0.027303754266211604,1.0
BOR0251,61,5775,13070,12,12.542173502706587,423,11,10,Self-Employed,Medical,Bachelor's,Divorced,0,Rented,8.935781951706337,25251,21322,0.6383754204551094,13,3,1,1164.5712650839403,0.1886002886002886,0.201657361919297,0.44185229411399385,0.8443687628702677,0.7240471885348226,18.252829126836172,2.07075554149,0.41905555555555557,0.5958124900342354,0.3170731707317073,0.635
BOR0252,60,8042,13666,60,10.107754896654315,300,118,9,Employed,Medical,Master's,Single,4,Owned,23.401442611201304,5147,35739,0.7313367002242221,8,2,2,291.08721225202055,0.1416107104368731,0.03619587319721718,0.41852332806207,6.9423076923076925,0.9495959520795575,13.17429267114631,0.7168685239667294,0.7527777777777778,0.4972854877821302,0.05405405405405406,0.705
BOR0253,39,9102,41368,60,10.015616664971311,490,289,21,Self-Employed,Education,Master's,Divorced,4,Rented,14.148790955857852,19643,9719,0.4124482056009482,1,3,1,879.2656525615611,0.37874459825679335,0.09660136811267425,0.27031712873122493,0.49475666870291185,4.942763613579568,17.40099798326842,1.9844583230431818,0.905,0.9572499999999999,0.003134796238244514,1.0
BOR0254,61,9312,11783,36,7.996991775169006,815,337,16,Retired,Medical,High School,Married,0,Mortgage,6.824448110806199,38967,79553,0.4854833440294528,8,1,2,369.2200425518773,0.10544637743413517,0.039649918658921535,0.2848583026127138,2.0414955861219464,1.174499563942931,13.698981332685104,2.588020397992453,0.8,0.5123848580838173,0.021798365122615803,0.8666666666666667
BOR0255,22,7320,46914,48,9.26325949059311,741,247,3,Unemployed,Debt Consolidation,PhD,Married,4,Mortgage,4.985549988292476,33314,8314,0.7611245815174266,6,3,1,1173.3301546179637,0.5340846994535519,0.16029100472923,0.49074947196273816,0.24955725649107008,1.4876804321423767,18.205467066780024,0.3445892966353114,0.575,0.8087499999999999,0.021660649819494584,0.625
BOR0256,32,8132,9971,24,8.067555940435927,442,353,15,Self-Employed,Education,PhD,Single,1,Mortgage,9.981884295311373,37999,75164,0.2485942606998601,4,2,0,451.2686026780718,0.1021786358419413,0.055492941795139174,0.16169866719273568,1.978,2.1090682877417044,15.954529861740825,3.6683105707086088,0.929,0.6398530333266813,0.010443864229765013,0.9333333333333333
BOR0257,49,9891,18490,48,9.706925115739342,490,126,19,Unemployed,Home Improvement,Master's,Single,4,Mortgage,28.197731186571264,18467,77028,0.4640943934492795,6,0,1,466.35603536726796,0.15578135004886598,0.047149533451346474,0.27646920645020967,4.170890188434048,1.40339925480384,10.777383186797449,1.9174907217231922,0.7549999999999999,0.38170465344221,0.038461538461538464,0.71
BOR0258,46,12700,6990,36,10.721425606885312,832,74,14,Unemployed,Medical,PhD,Widowed,4,Owned,10.290801377700731,34808,36113,0.4323047889897491,12,1,1,227.92259555015912,0.04586614173228346,0.017946661066941663,0.2458436314244858,1.0374615760291879,0.8044331733088966,13.89460608966014,1.6790231552641206,0.5055555555555555,0.46283809602924075,0.11538461538461539,0.69
BOR0259,44,4779,10299,36,11.254493773704056,526,360,20,Unemployed,Education,High School,Divorced,0,Rented,29.64372227863906,1752,15357,0.2808748535092591,8,1,1,338.41862695405604,0.17958777987026575,0.07081369051141578,0.1863473301602296,8.760410724472333,0.8298982094356927,9.971629758842914,3.271598865740489,0.887,0.4857802035855363,0.020512820512820513,0.8666666666666667
BOR0260,52,2924,24956,36,9.6235337144334,612,203,4,Self-Employed,Debt Consolidation,High School,Single,3,Owned,14.556913672960686,1849,20365,0.6730152612611756,7,2,2,800.8561914088125,0.7112403100775194,0.27389062633680317,0.493409175545208,11.008108108108107,0.9403676147590463,11.54567914309596,0.5909022215382462,0.644,0.4390213329405218,0.030042918454935622,0.6
BOR0261,51,13148,27359,12,11.796353774280414,601,48,5,Unemployed,Business,Master's,Widowed,4,Owned,5.374917548704526,2642,39029,0.7297204163342651,5,2,1,2428.208355151796,0.17340406652469323,0.18468271639426498,0.48445345136126505,14.766931517215285,1.313278319100715,12.332857115567169,1.6215917908794275,0.3078333333333333,0.2837043492185498,0.0641025641025641,0.42166666666666663
BOR0262,63,3581,42148,48,5.124697566668317,759,78,16,Unemployed,Business,High School,Divorced,4,Owned,26.73420275380528,1600,1737,0.6473528058517463,12,2,2,973.0212689234087,0.9808247230754911,0.2717177517239343,0.4783170314942309,1.084946908182386,0.5675679779228242,10.85910498903455,1.456482617489007,0.5166666666666666,0.5269380514000767,0.1111111111111111,0.7633333333333333
BOR0263,56,9714,33734,48,5.937798645375743,700,240,0,Self-Employed,Debt Consolidation,PhD,Single,3,Mortgage,13.810661194044808,20786,74632,0.2367512725940258,3,2,2,791.2823020641874,0.2893933154896713,0.08145792691622271,0.16686926703901442,3.5903208736229373,2.4855207675738726,14.745393521831877,0.0,0.5,0.4070724969740821,0.011111111111111112,0.43333333333333335
BOR0264,28,5324,9757,60,12.915452546854109,692,348,18,Unemployed,Debt Consolidation,Bachelor's,Widowed,0,Mortgage,21.290140305135733,20183,78218,0.1607240448509671,12,1,1,221.5796727053884,0.15272038567493113,0.04161902192062141,0.10712678453231156,3.875247720967103,0.7625111915631457,13.431490217713398,1.756521576660728,0.804,0.47362225546222786,0.031746031746031744,0.8666666666666667
BOR0265,37,14677,24097,60,7.209071745233775,506,153,3,Self-Employed,Business,PhD,Widowed,3,Mortgage,29.511347496274556,1132,27499,0.5238111397137397,14,0,1,479.529998636352,0.13681837796098203,0.032672208124027526,0.30279862049836925,24.270962047661076,0.4688416174018671,7.539611189578232,0.25184763012068145,0.597,0.27585363636363636,0.07650273224043716,0.38
BOR0266,47,7713,15395,60,3.763278987225383,509,273,16,Retired,Education,Bachelor's,Divorced,0,Rented,1.50526050959922,38259,46157,0.1399663323569187,0,3,0,281.8807344122877,0.16633173430139592,0.036546186232631624,0.09342726660098952,1.2064035546262415,10.552160242994244,17.51882795538752,1.4968341617034855,0.8955000000000001,0.7480273202911738,0.0,1.0
BOR0267,69,9026,21241,36,5.268598221182358,414,95,8,Retired,Business,Master's,Widowed,1,Mortgage,2.900836793627014,31076,56247,0.570978121990659,5,3,2,639.1765380761742,0.1961093876948076,0.07081503856372415,0.34590473444853836,1.8099237378125301,1.7240372124543686,17.42275014107771,1.0142995981039635,0.6068888888888889,0.569784326553833,0.04,0.6916666666666667
BOR0268,23,2255,43356,48,6.071565996707579,550,213,23,Retired,Debt Consolidation,Bachelor's,Divorced,0,Rented,21.613702243882685,38563,41034,0.4712969542290699,2,0,1,1019.6401017023878,1.6022172949002218,0.452168559513254,0.46268917660695275,1.0640493724717353,3.52002482592809,11.201236369004416,2.5711968405313037,0.875,0.5582077799439502,0.00823045267489712,0.8
BOR0269,22,6804,32696,36,14.509213210787753,518,293,1,Unemployed,Medical,High School,Divorced,1,Mortgage,8.45475009886416,26691,294,0.5639500129205646,5,0,0,1125.5751962305237,0.40045071526553006,0.16542845329666722,0.38461531108981084,0.011014536190618911,1.6986865290039164,11.670915475680147,0.15787721575940783,0.616,0.6272,0.015479876160990712,0.3416666666666667
BOR0270,69,3838,9944,12,10.089976432704766,706,208,7,Employed,Home Improvement,PhD,Divorced,1,Mortgage,5.529041908502972,10931,24596,0.5131195415548209,5,0,0,874.65176641556,0.21591106479068958,0.22789259156215738,0.3847674140581223,2.2499085254299307,1.5499082578413264,10.237761814716368,3.1163616469794726,0.675,0.38152066308899457,0.02100840336134454,0.5916666666666667
BOR0271,33,12136,24816,60,14.22640351547693,742,342,14,Employed,Medical,Bachelor's,Married,0,Owned,1.1808563945918849,7633,11434,0.395891798669021,13,2,1,580.3418488976492,0.17040210942649966,0.047819862302047565,0.239259427303883,1.4977731202515063,0.6385976595217981,14.297163932352907,1.3621371043387194,0.8,0.610147937618423,0.03494623655913978,0.9333333333333333
BOR0272,26,2009,42011,36,10.114378530711186,653,87,6,Unemployed,Medical,PhD,Widowed,2,Owned,0.6554013595860542,37777,58382,0.2406140260981598,3,1,0,1357.8339144663848,1.7426165588186495,0.6758755174048705,0.43648169718617963,1.5453967917835778,2.6348705503979413,13.926582391965225,0.7462228024130345,0.4151666666666667,0.3667262555024579,0.02564102564102564,0.46166666666666667
BOR0273,58,4871,29917,36,9.012576061585296,849,305,5,Employed,Debt Consolidation,Master's,Divorced,0,Owned,23.23456809359373,34881,38098,0.313991495067342,1,1,0,951.5277176546944,0.5118216656401834,0.195345456303571,0.2606007776236451,1.0921965483630525,5.229863107914307,13.682900396236493,0.794942375271164,0.625,0.5081354388129172,0.0029850746268656717,0.575
BOR0274,53,10989,36195,12,7.107868448732105,441,263,0,Self-Employed,Business,Master's,Single,4,Rented,4.0330028210865,1044,4655,0.4671504019532835,14,1,1,3133.6357444037058,0.2744790244790245,0.28516113790187514,0.38525523313014975,4.454545454545454,0.4634514776265941,8.935073981639954,0.0,0.6295,0.38918135738831616,0.04778156996587031,0.36666666666666664
BOR0275,30,9409,26566,24,10.47326586098382,800,324,14,Employed,Education,High School,Married,4,Rented,14.031618479134526,35199,46228,0.5563076655533242,8,2,0,1231.697179034417,0.23528890778332803,0.13090627899186066,0.36487704160066564,1.3132954545454545,1.1632001512873542,16.191317464900763,3.37389802302568,0.8,0.6265792395826574,0.022598870056497175,0.9333333333333333
BOR0276,62,9418,14916,48,5.100777283101593,846,319,22,Unemployed,Medical,Master's,Married,2,Mortgage,18.17690445538449,24363,3771,0.64563811181917,1,1,1,344.1862907277001,0.1319813123805479,0.03654558194178171,0.37154647337434527,0.15477754063372187,5.050430955978188,12.739301258110688,2.6438137897388123,0.8,0.7766666666666666,0.0028653295128939827,0.8666666666666667
BOR0277,56,7124,25806,24,13.83000871386612,841,156,6,Unemployed,Business,Bachelor's,Widowed,1,Rented,12.850554017065388,1582,74099,0.6370195029143426,2,2,0,1236.949091534478,0.3018669286917462,0.17363125933948315,0.4284947933056559,46.809222994314595,2.4556923532936707,11.740322242907702,1.264061451337077,0.5833333333333334,0.3995695006747638,0.010752688172043012,0.6433333333333333
BOR0278,40,3015,14984,60,13.037322659124763,806,155,16,Self-Employed,Education,Master's,Divorced,2,Mortgage,0.8131995700869932,14374,56799,0.7808821202827598,9,1,0,341.2183967387731,0.4141514648977336,0.11317359759163287,0.48041328507175274,3.9512347826086955,0.9573245865665552,12.98560898174843,1.3466282685998765,0.7305555555555556,0.43970275821596244,0.04864864864864865,0.825
BOR0279,69,12016,6759,36,7.151611650582476,580,138,1,Retired,Medical,High School,Widowed,4,Rented,23.505045077637263,1308,62257,0.3000890140643866,0,0,1,209.16714555048358,0.046875,0.01740738561505356,0.17288228126218674,47.5607333842628,7.1770187659099,7.690291276137203,0.13706872036474144,0.4683333333333334,0.21442663593433778,0.0,0.27166666666666667
BOR0280,37,14661,46949,12,14.457171567414886,723,120,8,Unemployed,Education,PhD,Married,2,Rented,0.3153967362496046,21301,17558,0.1497774957494057,6,3,1,4225.521114487133,0.2668587863492713,0.2882150681731896,0.21207440334010846,0.8242418552248615,1.4237937491433017,18.25190140729847,3.197193697064494,0.5333333333333333,0.6522942650492625,0.04,0.7333333333333334
BOR0281,24,13328,31838,12,12.989808825279034,569,64,8,Self-Employed,Business,PhD,Divorced,0,Rented,22.85669683132452,8793,58436,0.3419598548793015,14,3,0,2843.531198032404,0.1990671268507403,0.21335017992440006,0.28408550114959585,6.644985217193541,0.6054549966493836,16.418458637693714,2.782924846597091,0.44327777777777777,0.4258072039119052,0.14893617021276595,0.64
BOR0282,41,4193,7482,48,11.162529187102956,453,106,12,Employed,Home Improvement,Master's,Single,2,Owned,26.799134813643683,1620,32376,0.6203061326568536,0,2,0,193.96727848218865,0.14870021464345337,0.046259784994559655,0.36198527620882137,19.972856261566935,7.390798521735676,11.502117989438151,1.1682072086154764,0.7179444444444445,0.46516454916555994,0.0,0.8099999999999999
BOR0283,45,10415,29442,24,4.90026197794066,382,146,5,Employed,Business,Bachelor's,Divorced,1,Rented,12.985197631715168,29883,77924,0.4066781557233067,10,1,1,1290.3467693693333,0.23557369179068652,0.12389311275749719,0.2794248863886924,2.607549190202115,0.9368253180996085,12.972065211100581,1.0396734555789033,0.6895555555555556,0.44407638755213347,0.056818181818181816,0.5183333333333333
BOR0284,54,9449,38719,48,8.999691265052832,725,136,5,Self-Employed,Debt Consolidation,High School,Married,0,Owned,16.066274192933946,37534,29332,0.6724519014125936,8,3,0,963.5182795614115,0.34147352453522417,0.10197039682097699,0.4157352243463661,0.7814573065139203,1.170336567778567,18.369550737225413,0.5124980131070963,0.5027777777777778,0.6501769764429142,0.04819277108433735,0.635
BOR0285,45,6158,32965,36,9.320236880737635,574,161,19,Self-Employed,Education,Bachelor's,Single,3,Owned,14.309501778529611,37960,46737,0.4845284556302105,10,0,0,1053.1982748382609,0.44609992421781963,0.17102927490065944,0.34345382430191257,1.2311846368641501,0.9585740541723976,11.52706969368411,2.6851202880393137,0.8102222222222222,0.5067327399546407,0.05235602094240838,0.7683333333333333
BOR0286,32,5925,7079,48,6.174340621201871,583,99,19,Unemployed,Home Improvement,High School,Divorced,4,Rented,11.676258558703164,39390,73970,0.7508542058413522,10,0,0,166.81694457016744,0.09956399437412096,0.02815475857724345,0.4256394545725033,1.8778401157624838,0.9619356947997094,11.234617692689252,1.822879865286953,0.6335,0.37826354686295977,0.07751937984496124,0.665
BOR0287,29,8970,7717,12,4.419602035131972,472,337,20,Employed,Education,Master's,Single,4,Mortgage,26.622736061110807,6093,51952,0.7635044093993482,0,0,2,658.5821898688116,0.07169267930137495,0.07342053398760441,0.4529666654640635,8.525106662290778,8.715059959545654,9.100230926880704,9.705076492471699,0.914,0.4318238388543491,0.0,0.8
BOR0288,57,8938,32952,12,12.432321750424466,626,306,2,Self-Employed,Education,High School,Single,2,Mortgage,26.818005320099715,22259,20991,0.1485131542131241,4,2,2,2934.413805466711,0.30722756768852094,0.3283076533303548,0.2294206788158779,0.9429919137466307,2.002109324965907,15.757125986286438,0.9544746245978661,0.5870000000000001,0.583045690421748,0.011904761904761904,0.5166666666666666
BOR0289,59,6784,25908,60,4.903403099430543,362,140,16,Employed,Medical,High School,Married,0,Mortgage,10.074490939246036,20655,27472,0.419489407798697,6,2,2,487.770184073151,0.318248820754717,0.07190008609568853,0.2630742130323432,1.329976762199845,1.4193944447266318,14.592132144040523,1.319669304100845,0.8578888888888889,0.650953420327837,0.03529411764705882,0.8666666666666667
BOR0290,61,6000,47460,60,10.33434363146041,372,82,16,Self-Employed,Debt Consolidation,Master's,Single,3,Rented,18.45209262044094,33005,59946,0.5267823428746976,2,1,1,1016.2101517516141,0.6591666666666667,0.16936835862526903,0.3659460499624547,1.816215233593892,3.4681482140345046,13.775610845236276,1.1783574954124263,0.6917777777777778,0.4743163588948015,0.017857142857142856,0.7033333333333334
BOR0291,41,3633,29861,36,14.269165499662096,674,176,11,Employed,Education,Bachelor's,Widowed,0,Mortgage,27.807226864375924,31629,26849,0.2791107785685489,8,0,1,1024.4863144057501,0.6849481603816864,0.281994581449422,0.2804084898649418,0.8488460322478659,1.1513179240332994,11.840412456367964,1.5816013071753365,0.7768888888888889,0.5557480446927374,0.038834951456310676,0.7516666666666667
BOR0292,56,12344,12311,24,13.57520971487749,807,197,15,Retired,Business,Master's,Married,4,Owned,28.861754968240547,23610,1541,0.3849537455652861,7,1,1,588.6190785774554,0.0831105530352128,0.04768463047451842,0.23318264377444065,0.06526618948795053,1.2586834980146204,13.723703256159945,3.3051668941840844,0.8,0.7766666666666666,0.030837004405286344,0.8666666666666667
BOR0293,69,9266,33071,48,6.694155173116503,697,111,14,Unemployed,Business,High School,Widowed,0,Mortgage,15.268771212661424,21602,2765,0.5743770787823889,12,1,1,787.2420448909351,0.29742247643715375,0.0849602897572777,0.35413952372108887,0.12799148266444477,0.7677374979166905,12.7784441826512,1.376228837461069,0.6098333333333333,0.6910916666666667,0.0851063829787234,0.7516666666666667
BOR0294,46,10702,28570,36,13.29165933183955,419,55,12,Employed,Medical,Master's,Single,3,Rented,13.584744158529803,20409,43074,0.258713958828853,14,0,0,966.6546622229829,0.2224662056936398,0.09032467410044692,0.18293878070107028,2.110436060754532,0.661585350386926,11.2428153202457,1.3417838969117166,0.5932777777777778,0.349890264074289,0.16470588235294117,0.5916666666666667
BOR0295,56,2384,23449,60,3.503823820385628,736,178,22,Retired,Debt Consolidation,High School,Widowed,2,Mortgage,8.360829477855773,11110,29283,0.5213869470821167,2,1,1,426.6183837619145,0.8196658277404921,0.17895066432966214,0.3672906198435122,2.6354963549635495,3.105230295861336,11.570515540724005,1.9020414621416102,0.7944444444444445,0.4905595774712016,0.009615384615384616,0.8633333333333333
BOR0296,46,2404,38536,48,3.703409810552458,764,185,0,Employed,Debt Consolidation,Master's,Divorced,1,Owned,28.7661561957123,6073,769,0.5882134797150143,14,3,2,865.0013016536525,1.3358291735995562,0.3598175131670767,0.4854352947684424,0.12660520250246954,0.5807848430403797,14.455048461497732,0.0,0.5,0.7749999999999999,0.06511627906976744,0.5
BOR0297,50,10175,43258,60,10.429361384192948,585,217,16,Employed,Business,PhD,Single,0,Rented,4.284429134186021,35310,17806,0.1633474177671067,4,2,1,928.2701365486006,0.3542833742833743,0.09123048025047671,0.13089479588462322,0.5042621279487979,2.0943899618220962,16.18975021814348,1.4358653500770904,0.8575,0.8662207441829992,0.016194331983805668,0.9333333333333333
BOR0298,39,14805,33865,48,7.695179520162089,564,315,2,Retired,Home Improvement,PhD,Divorced,1,Mortgage,17.39488728143175,15282,2972,0.4482705212192169,6,1,0,821.9066607211334,0.1906169087020151,0.055515478603251164,0.27153075204203236,0.1944644376104168,1.3763566255039767,12.451065804862884,0.239822592232788,0.6180000000000001,0.6947666666666668,0.017391304347826087,0.44999999999999996
BOR0299,67,14763,11645,24,7.944299673330192,619,216,14,Employed,Medical,Master's,Widowed,4,Rented,8.476508025559166,10195,18256,0.2841560209469336,11,0,0,526.3760295841414,0.06573302625934205,0.03565508565902197,0.17233060006737339,1.7905060808160063,0.7691458971246671,9.962989825408496,3.138273456231935,0.8405,0.47594779125814757,0.044715447154471545,0.8
BOR0300,39,4000,43000,36,9.99107254280715,675,119,3,Employed,Medical,Bachelor's,Divorced,2,Rented,8.370248710433899,1537,18653,0.6070704491986312,13,2,1,1387.3088265463996,0.8958333333333334,0.3468272066365999,0.48996099004571714,12.128088426527958,0.5241598678618278,11.299969585803629,0.3989576452318372,0.41805555555555557,0.3358774927629463,0.087248322147651,0.45666666666666667
BOR0301,23,12948,31737,48,5.705498239306396,388,174,3,Unemployed,Business,High School,Single,2,Rented,12.149057621285651,17138,39339,0.2326888559758583,3,2,1,741.0666961926196,0.20425934507259808,0.05723406674332867,0.15373420082121997,2.2952914405741294,2.4372779618481433,14.427486153070992,0.32279912337021965,0.7143333333333334,0.5310199881376038,0.014705882352941176,0.5483333333333333
BOR0302,56,11860,16485,12,5.935186532653001,502,22,17,Retired,Business,PhD,Divorced,0,Mortgage,29.96378807446964,24207,25757,0.7245665408766745,4,1,2,1418.314046793894,0.11583052276559865,0.11958803092697251,0.4523262113993087,1.063987111698612,2.0188876872056274,12.832274623956271,4.441950139232962,0.46011111111111114,0.4381791637549499,0.07692307692307693,0.6033333333333333
BOR0303,37,7989,43565,12,9.072918250716944,633,212,16,Retired,Home Improvement,Bachelor's,Widowed,2,Rented,1.648989205194662,20619,42399,0.4016589355628288,2,3,0,3811.2968648705864,0.45442692034881293,0.47706807671430546,0.4355930490809933,2.0562075654704173,3.3113389191903173,17.33651516319662,7.148389554279234,0.8335,0.660177004716981,0.008264462809917356,1.0
BOR0304,62,3460,30522,48,12.173915759954426,521,234,18,Self-Employed,Home Improvement,High School,Widowed,0,Mortgage,17.356254546105944,24845,44013,0.2386021212152874,8,1,2,806.3700996989062,0.7351156069364162,0.23305494210951047,0.2361058906176878,1.7714320212509056,1.1244946725304024,13.623008832245835,2.0473445678040596,0.8895000000000001,0.5657255763317732,0.030303030303030304,0.8666666666666667
BOR0305,57,9190,17342,48,10.62422414118726,340,12,10,Employed,Debt Consolidation,PhD,Widowed,0,Owned,2.4771647410583157,24310,14706,0.4066152574452305,9,3,1,445.0549279149761,0.15725426187885383,0.04842817496354473,0.24543107032847195,0.6049113569988894,1.0098684201799386,17.874545674734755,0.5343644494711535,0.4633333333333334,0.6977670157068063,0.21428571428571427,0.6366666666666667
BOR0306,54,9140,45806,48,6.919583054723647,367,100,19,Unemployed,Medical,PhD,Single,1,Mortgage,4.63562489971557,37899,38231,0.3861206339659695,8,2,2,1095.1734965564992,0.4176331145149526,0.11982204557510932,0.26628626919008247,1.0087335092348284,1.1714118212300575,15.781104802422819,1.826818537916332,0.7442777777777777,0.6417340866290018,0.06153846153846154,0.7999999999999999
BOR0307,25,5636,18087,12,8.448877541352594,813,23,2,Employed,Medical,Master's,Widowed,2,Owned,13.18688825318696,30562,27909,0.4002432716455972,6,1,1,1577.1160795890962,0.26743257629524486,0.2798289708284415,0.3460568362778772,0.9131629748388574,1.4753636294288008,13.440128484458722,0.5296756383913243,0.11388888888888887,0.3095451152514033,0.11320754716981132,0.18833333333333332
BOR0308,54,12916,42641,12,5.462644723324981,426,363,7,Employed,Business,High School,Single,0,Mortgage,15.31380394039324,28036,76631,0.5098929054482129,9,0,1,3659.435328871176,0.2751174254155053,0.28332574549947165,0.40793768347127934,2.7332096871990585,1.0241280345410422,10.800725105799902,3.4400064227880987,0.812,0.42942416744962947,0.022900763358778626,0.5916666666666667
BOR0309,35,6809,39249,48,4.35824286487644,554,10,13,Self-Employed,Debt Consolidation,Bachelor's,Divorced,1,Rented,7.76377225093572,8697,57572,0.4648216074394763,1,1,1,892.5111415840698,0.48035688059920695,0.13107815267793654,0.3146370527967834,6.61899287192458,4.535424196578792,11.359413595243362,0.6494299697162255,0.4007777777777778,0.27345223542285446,0.025,0.5833333333333334
BOR0310,42,6178,15093,60,12.501004468557715,315,272,0,Employed,Medical,Bachelor's,Widowed,3,Mortgage,9.493713926232486,17513,63767,0.2048439921766319,6,3,1,339.5690927030442,0.2035853026869537,0.054964242910819715,0.13739810500701644,3.6409158387575653,1.3958222628688814,17.58751754282033,0.0,0.6925,0.5596863317024212,0.019867549668874173,0.5
BOR0311,69,9245,21438,60,6.551955205664237,776,280,13,Unemployed,Debt Consolidation,Bachelor's,Divorced,1,Rented,2.609010607677992,3145,26469,0.1459053508526454,6,3,2,419.9809920278844,0.19323958896700918,0.045427906114427735,0.10069050072044745,8.413541004450096,1.1505552976597462,13.730518652242665,1.2216435116889781,0.8,0.5807924064979222,0.01935483870967742,1.0
BOR0312,41,8600,45411,24,5.544313460289354,361,93,1,Unemployed,Debt Consolidation,High School,Married,1,Owned,9.096593515327516,27818,1313,0.6105908141085784,10,1,0,2003.331939605667,0.4400290697674419,0.23294557437275198,0.4406504562274566,0.0471979582299867,0.9303158654062124,12.9610205096478,0.18930394926125016,0.4528333333333334,0.6204416666666667,0.08130081300813008,0.2633333333333333
BOR0313,29,7997,31399,36,11.453607639047172,731,200,22,Self-Employed,Business,Bachelor's,Divorced,0,Mortgage,28.996753181416324,30544,7847,0.4918022051498194,4,3,0,1034.7209788519274,0.32719561502230005,0.12938864309765255,0.32871610222634434,0.2568996562448846,2.065391257016773,18.41562454245327,3.2409085549249905,0.8,0.9099999999999999,0.017391304347826087,1.0
BOR0314,28,4048,24846,60,10.60759425430264,567,20,3,Employed,Debt Consolidation,Bachelor's,Married,4,Rented,28.34122145017445,13100,50222,0.3513005376554846,8,2,2,535.3627007628636,0.5114871541501976,0.13225363161137935,0.25272942993563724,3.833447828410045,1.0533826491281857,14.680527201810891,0.15222612188617116,0.19705555555555554,0.2676547503136013,0.16,0.29166666666666663
BOR0315,24,14338,20708,12,10.781680699154837,334,339,23,Unemployed,Home Improvement,Bachelor's,Divorced,4,Owned,10.04634870410955,20104,74702,0.6658504757486517,12,1,1,1828.0992506170269,0.12035616310968522,0.12750029645815503,0.4235928950679283,3.715593136035812,0.7622095245639519,13.17246093947134,11.17214576708623,0.9830000000000001,0.5561124994980122,0.032520325203252036,0.8666666666666667
BOR0316,38,6780,49039,60,6.132287955736056,793,210,18,Employed,Home Improvement,Master's,Single,4,Owned,17.12561808836285,4067,9930,0.3716409319826699,11,3,1,951.0806814842878,0.6027409046214356,0.14027738664959996,0.26752733658278843,2.4410029498525074,0.6925755630973708,14.112888786001193,1.6055574400428199,0.8,0.6316670023159803,0.04583333333333333,1.0
BOR0317,54,2716,15998,24,6.175423693470831,768,139,5,Employed,Education,Master's,Divorced,1,Mortgage,27.28786173332833,36963,3285,0.6571755627204253,10,1,1,710.3063631427682,0.49085665193912614,0.261526643277897,0.47913354897128757,0.08887025213721458,0.9561545222734483,13.400654720483127,1.029508838043605,0.5111111111111111,0.6466666666666666,0.05917159763313609,0.5066666666666667
BOR0318,69,9939,35678,24,6.03923024253485,624,292,0,Employed,Business,High School,Single,0,Owned,0.1855146792269002,30728,35863,0.3140292892586623,2,1,0,1581.9014869741968,0.2991414293859208,0.15916103098643694,0.2443385730361609,1.1670734485339582,3.4443207043682147,13.148392183186713,0.0,0.538,0.45870532381589707,0.006211180124223602,0.36666666666666664
BOR0319,33,7565,15682,36,5.498154850116387,603,297,16,Self-Employed,Education,High School,Single,2,Rented,24.32050711012776,32317,16704,0.1509917082816398,3,0,2,473.5190810528821,0.17274730116765807,0.06259340132886743,0.11121247015289225,0.5168636673061452,2.5958449073830483,10.954273920239313,2.532041549557958,0.8485,0.7203748353786292,0.009174311926605505,0.8
BOR0320,43,6544,13519,60,11.040822234459046,575,100,7,Employed,Home Improvement,Bachelor's,Widowed,1,Owned,28.45108658366757,31416,18705,0.7528477856599504,0,1,1,294.2111177113748,0.17215515484922575,0.04495891163071131,0.43429779234679283,0.5953782983734921,10.355104426665436,13.798071718327398,0.5384307269648136,0.5152777777777778,0.592447365372964,0.0,0.525
BOR0321,43,6976,36480,12,13.252182680368117,500,303,18,Unemployed,Education,Master's,Single,1,Owned,2.739772030006712,2509,555,0.3761857904969612,5,0,0,3262.6119292746725,0.43577981651376146,0.4676909302285941,0.41736310337619603,0.22111553784860558,1.304673005354305,8.865423932431838,8.575541552109334,0.9,0.755,0.015015015015015015,0.8
BOR0322,67,14775,24694,12,11.829650901281603,744,358,20,Employed,Business,PhD,Married,0,Rented,4.843430580987631,21400,21323,0.6548848009945646,3,3,0,2192.0645884878395,0.139278059785674,0.1483630855152514,0.4269500290288737,0.9963553104995093,2.492798232222535,17.841200388913794,9.80553731414713,0.8,0.7356237103732883,0.007731958762886598,1.0
