Borrower_ID,Age,Monthly_Income,Loan_Amount,Loan_Term_Months,Interest_Rate,Credit_Score,Days_Past_Due,Missed_Payments,Employment_Status,Loan_Purpose,Education_Level,Marital_Status,Num_Dependents,Residence_Type,Years_At_Current_Address,Outstanding_Balance,Collateral_Value,Debt_to_Income_Ratio,Collection_Attempts,Previous_Defaults,Recovery_Status,Estimated_EMI,Loan_to_Income_Ratio,EMI_to_Income_Ratio,Debt_Burden_Score,Collateral_Coverage_Ratio,Recovery_Efficiency_Ratio,Risk_Exposure_Score,Missed_Payment_Severity,Delinquency_Score,Recovery_Difficulty_Index,Collection_Intensity_Score,Behavioral_Risk_Score,segment,segment_name,prob_fully_recovered,prob_partially_recovered,prob_written_off,recovery_probability,risk_score,expected_recovery_value,risk_tier,recommended_strategy,priority_score,priority_rank
BOR0338,69,10580,26389,24,5.681490754008788,705,136,11,Retired,Business,PhD,Married,3,Owned,14.949990848827117,31673,67863,0.4707008764988724,7,1,0,1165.7929452021617,0.2078528670447385,0.11018836911173552,0.30847024817466084,2.1425459367304414,1.2954064292564589,13.142446327310399,2.254991257671224,0.6527777777777777,0.44209141321859396,0.04216867469879518,0.7516666666666666,0,Legal Escalation Candidate Segment,0.41298896408263175,0.39552489213839837,0.19148614377896972,0.6503038993656708,0.4706080209678696,20597.07540460889,Medium,Personalized follow-up plus flexible settlement options,8.379867411465044,221
BOR0182,48,11435,40659,60,10.43702321745378,753,259,23,Self-Employed,Debt Consolidation,High School,Married,4,Owned,21.530284733804987,11689,71055,0.3516252352977606,7,2,2,872.652576183098,0.29630520332313076,0.07631417369331858,0.2277352575757617,6.078272027373824,1.1708111318082643,14.481700368437414,2.1315946252226188,0.8,0.5221215426330407,0.02422145328719723,0.9333333333333333,0,Legal Escalation Candidate Segment,0.43342717278688425,0.41111444387474444,0.15545838333837125,0.6800958391117309,0.507937704577375,7949.640263377022,Medium,Personalized follow-up plus flexible settlement options,8.367407547097901,222
BOR0227,26,4703,16053,24,11.977572587583296,775,280,4,Employed,Debt Consolidation,High School,Married,4,Owned,13.706642152118006,36833,26393,0.5457750249990471,9,2,2,755.5023302943912,0.28444609823516903,0.16064263880382548,0.3724654512111974,0.7165390671662052,1.0514176610655552,16.482927644656936,0.9397257782222909,0.6,0.6475469803743275,0.02903225806451613,0.6,0,Legal Escalation Candidate Segment,0.43646967443991164,0.4071182503403073,0.15641207521978132,0.680740624644096,0.4175185939813376,25073.71942751599,Low,Automated reminders via SMS/email and self-service portal nudges,8.363759082525014,223
BOR0130,22,10010,11565,12,12.62418346870013,497,113,8,Self-Employed,Medical,Master's,Single,1,Owned,6.053848447573707,24570,60091,0.5354064321662865,3,3,0,1030.9162608294334,0.09627872127872128,0.10298863744549784,0.34081842454193156,2.4456066094176063,2.527330541181925,18.21686646759183,3.1574656322629973,0.6153888888888889,0.5484777857285495,0.02097902097902098,0.7216666666666667,0,Legal Escalation Candidate Segment,0.42500283788188037,0.3932228069829445,0.18177435513517515,0.660936522071647,0.45171903843120725,16239.210347300366,Low,Automated reminders via SMS/email and self-service portal nudges,8.356606891358448,224
BOR0280,37,14661,46949,12,14.457171567414886,723,120,8,Unemployed,Education,PhD,Married,2,Rented,0.3153967362496046,21301,17558,0.1497774957494057,6,3,1,4225.521114487133,0.2668587863492713,0.2882150681731896,0.21207440334010846,0.8242418552248615,1.4237937491433017,18.25190140729847,3.197193697064494,0.5333333333333333,0.6522942650492625,0.04,0.7333333333333334,0,Legal Escalation Candidate Segment,0.4331923269801563,0.39278843882384684,0.17401923419599677,0.6688653902744643,0.43190416298826484,14247.501678236365,Low,Automated reminders via SMS/email and self-service portal nudges,8.350166198771543,225
BOR0436,63,4593,45483,48,9.204550144818697,656,216,19,Retired,Debt Consolidation,PhD,Married,2,Rented,11.727522805234868,4886,50374,0.5192181663301221,11,1,2,1136.2691852542225,0.8252231656869149,0.24739150560727685,0.3968961690048417,10.307755269081236,0.7078611581058462,11.131438944375262,2.1295427024430986,0.8220000000000001,0.4535403639371382,0.044715447154471545,0.8666666666666667,0,Legal Escalation Candidate Segment,0.39483709828457014,0.36522885125300547,0.2399340504624244,0.6139744090363735,0.5453166341263573,2999.8789625517206,Very High,Legal notice preparation and debt recovery escalation,8.348409751589678,226
BOR0494,31,2125,17182,12,12.119773071392215,729,360,21,Self-Employed,Medical,Bachelor's,Married,1,Owned,23.27631763409079,13362,19276,0.5139461928372466,14,0,0,1527.5627774200464,0.6738039215686275,0.7188530717270807,0.606154288337672,1.4424904587293272,0.6333496648520708,10.651653104708474,10.305536427082542,0.8,0.48130258857706076,0.035897435897435895,0.8,0,Legal Escalation Candidate Segment,0.43216268365507116,0.3819074142071975,0.1859299021377314,0.6613071321793896,0.5001503640833967,8836.385900181005,Medium,Personalized follow-up plus flexible settlement options,8.34714955379499,227
BOR0317,54,2716,15998,24,6.175423693470831,768,139,5,Employed,Education,Master's,Divorced,1,Mortgage,27.28786173332833,36963,3285,0.6571755627204253,10,1,1,710.3063631427682,0.49085665193912614,0.261526643277897,0.47913354897128757,0.08887025213721458,0.9561545222734483,13.400654720483127,1.029508838043605,0.5111111111111111,0.6466666666666666,0.05917159763313609,0.5066666666666667,0,Legal Escalation Candidate Segment,0.4220742026868986,0.38503456409252185,0.19289123322057944,0.6530949411424117,0.4037105104796546,24140.348309446967,Low,Automated reminders via SMS/email and self-service portal nudges,8.340601387399785,228
BOR0453,69,14912,5060,60,6.597309930473289,487,118,5,Retired,Home Improvement,Bachelor's,Married,0,Rented,0.2948265770936353,12404,1242,0.1690796594319444,11,2,1,99.23550702851902,0.02827700286123033,0.006654741619401759,0.09598844641630022,0.10012091898428054,0.7854879080104918,14.066790860108025,0.3982602910926275,0.5592777777777778,0.7350083333333333,0.07432432432432433,0.5383333333333333,0,Legal Escalation Candidate Segment,0.4129883000542262,0.3860620303933822,0.20094966955239124,0.6446255182902555,0.42359896866688945,7995.934928872329,Low,Automated reminders via SMS/email and self-service portal nudges,8.319591757321378,229
BOR0352,45,12314,28236,24,4.962797270905671,461,273,15,Self-Employed,Debt Consolidation,High School,Divorced,2,Owned,23.45339477786179,15733,68519,0.367739122407816,1,0,1,1238.2821729579232,0.1910833197986032,0.10055889012164392,0.24750801787903856,4.354836659463582,4.831789627444594,10.143163102422635,3.5082050664925437,0.9195000000000001,0.4539570636310567,0.0033003300330033004,0.8,0,Legal Escalation Candidate Segment,0.4324259572869601,0.4128597830661769,0.15471425964686303,0.6801418271266662,0.511807812367667,10700.671366183838,Medium,Personalized follow-up plus flexible settlement options,8.303688220086542,230
BOR0104,38,6980,41159,36,13.812214333161409,725,218,2,Employed,Education,Bachelor's,Widowed,2,Mortgage,18.31089023454471,28036,2017,0.1347154557540603,14,3,2,1402.966044179368,0.49139207258834766,0.20099800059876333,0.16454260093417666,0.07194064985554803,0.6827520230273615,18.64932469948551,0.2993928738786945,0.55,0.7975000000000001,0.056451612903225805,0.5833333333333333,0,Legal Escalation Candidate Segment,0.4488008208268305,0.41182385622399165,0.13937532294917762,0.6958951345612254,0.3951681625352034,19510.115992558516,Low,Automated reminders via SMS/email and self-service portal nudges,8.28842306162435,231
BOR0395,57,14330,27180,36,12.51419078282825,567,187,18,Employed,Medical,PhD,Single,2,Mortgage,10.604195761821618,2073,32980,0.652982150011741,8,3,0,909.4545550825446,0.15806001395673414,0.0634650771167163,0.3876994672089799,15.901639344262295,0.8485815987543859,13.748755953174967,2.6182209814149746,0.8665,0.6009245148721991,0.03686635944700461,1.0,0,Legal Escalation Candidate Segment,0.40369405589606755,0.38638857864160786,0.2099173654623245,0.6355272030810323,0.560207317997329,1317.4478919869798,Very High,Legal notice preparation and debt recovery escalation,8.287269498970195,232
BOR0299,67,14763,11645,24,7.944299673330192,619,216,14,Employed,Medical,Master's,Widowed,4,Rented,8.476508025559166,10195,18256,0.2841560209469336,11,0,0,526.3760295841414,0.06573302625934205,0.03565508565902197,0.17233060006737339,1.7905060808160063,0.7691458971246671,9.962989825408496,3.138273456231935,0.8405,0.47594779125814757,0.044715447154471545,0.8,0,Legal Escalation Candidate Segment,0.4255959741790659,0.3852771118045615,0.18912691401637238,0.6567622412618028,0.5112045431798282,6695.691049664079,Medium,Personalized follow-up plus flexible settlement options,8.28102094010985,233
BOR0488,44,10905,30064,36,9.69500017444495,733,241,5,Unemployed,Medical,Bachelor's,Married,1,Mortgage,13.919562523211424,26120,36390,0.3543258004603568,13,3,1,965.7813817452999,0.2297417086963167,0.0885631711825126,0.2347326172853269,1.393131962788561,0.7264639191069089,17.850438980227917,0.7623524619662064,0.625,0.6068579799950538,0.04797047970479705,0.7083333333333333,0,Legal Escalation Candidate Segment,0.4357454127737535,0.4100503954504412,0.15420419177580555,0.6817756500440182,0.4380958274713882,17807.979979149753,Low,Automated reminders via SMS/email and self-service portal nudges,8.26363912131925,234
BOR0497,22,5596,33921,48,12.197043565751704,533,160,19,Self-Employed,Business,Master's,Divorced,4,Rented,3.418976613577235,4898,62147,0.4601167040810776,4,3,1,896.5552947728037,0.5051375982844889,0.1602135980651901,0.32516030637392823,12.68565013268014,1.699357276327715,15.253028989273426,2.01138922780635,0.8279444444444445,0.5863670769775375,0.021052631578947368,0.9666666666666666,0,Legal Escalation Candidate Segment,0.430712186789888,0.40110737585883943,0.1681804373512725,0.6713766123051916,0.5241940908905144,3288.4026470708286,High,Personalized follow-up plus flexible settlement options,8.253923472353135,235
BOR0417,36,6188,43709,48,4.940186059977512,501,152,6,Retired,Education,High School,Widowed,4,Mortgage,0.910614165990128,15635,14779,0.7807657469435635,6,2,0,1005.4035225549784,0.5886258349493644,0.16247632879039728,0.5025355087746388,0.9451905858275774,1.379618746701835,14.188189901130906,0.6288047401740544,0.6717222222222222,0.6207318110058637,0.03296703296703297,0.6366666666666666,0,Legal Escalation Candidate Segment,0.42850338100719515,0.3939494908340811,0.17754712815872398,0.6648730755076437,0.447676945364476,10395.29053556201,Low,Automated reminders via SMS/email and self-service portal nudges,8.251089739144737,236
BOR0244,24,4745,18224,24,6.249136320268555,365,21,15,Self-Employed,Medical,PhD,Divorced,2,Rented,15.378457323095995,39937,29059,0.2240505398151544,2,1,0,809.7461761470372,0.3200561995082543,0.17065251341349572,0.20002142793440802,0.7276027843156894,3.531694510201112,13.508621692412474,1.9319015333489478,0.5258333333333334,0.5437932151869694,0.0392156862745098,0.6016666666666667,0,Legal Escalation Candidate Segment,0.41929430767292736,0.3861667572373679,0.19453893508970455,0.6509943620153481,0.4222703313566904,25998.761835806956,Low,Automated reminders via SMS/email and self-service portal nudges,8.250578329599144,237
BOR0080,61,12518,13512,60,8.610823706638818,842,19,23,Employed,Business,High School,Married,4,Mortgage,17.32839241911401,35712,8123,0.3710722337424325,8,2,1,277.9416457195219,0.08995047132129733,0.022203358820859713,0.21408124002772475,0.22745218827877803,1.1648077830156727,15.94035232942774,1.1483640381956965,0.35277777777777775,0.6420833333333333,0.16326530612244897,0.6649999999999999,0,Legal Escalation Candidate Segment,0.4108408356593794,0.3928910681957009,0.19626809614491963,0.6465754765767999,0.4000314957806356,23090.50341951068,Low,Automated reminders via SMS/email and self-service portal nudges,8.23786504626052,238
BOR0197,53,13632,17999,60,10.861934574023907,315,65,22,Employed,Medical,Master's,Divorced,2,Mortgage,6.849937571058326,31846,75536,0.463315185504989,3,0,1,390.103702229443,0.110029098200313,0.028616762194061254,0.26770089501507155,2.3718403617295194,2.5921746162603116,11.494939708491849,1.5362067387430225,0.6730555555555555,0.3766540751552219,0.031578947368421054,0.6083333333333333,0,Legal Escalation Candidate Segment,0.39466830110121626,0.38034090884402627,0.2249907900547573,0.6228728464076321,0.47099376094615025,19836.00866669745,Medium,Personalized follow-up plus flexible settlement options,8.235634178510223,239
BOR0092,36,9400,22988,36,4.752560931237412,527,69,12,Employed,Home Improvement,Bachelor's,Single,0,Owned,21.0259709173164,35592,75761,0.7119182450374479,7,3,0,686.4200451965837,0.20379432624113475,0.07302340906346635,0.42441556884915627,2.128536509987919,1.3099880335365726,17.56474896668566,1.4161650806831199,0.5781666666666667,0.5423877187772235,0.0707070707070707,0.815,0,Legal Escalation Candidate Segment,0.43413275671986196,0.4167594434980223,0.14910779978211566,0.6841884228186753,0.44316085850119435,24351.63434496229,Low,Automated reminders via SMS/email and self-service portal nudges,8.231387396782685,240
BOR0229,27,10120,41244,60,6.302052234734466,455,30,18,Employed,Debt Consolidation,PhD,Divorced,0,Mortgage,11.581528069555072,24398,9107,0.6779223974349106,5,0,2,803.1676478298921,0.33962450592885374,0.07936439207805257,0.4085712950243245,0.3732530021722202,1.6837162378058144,10.738949487582255,1.030196161345544,0.5058333333333334,0.577625,0.08333333333333333,0.55,0,Legal Escalation Candidate Segment,0.4044109866064041,0.37748191632971256,0.21810709706388323,0.6309001364042317,0.4235815780039161,15392.701527990444,Low,Automated reminders via SMS/email and self-service portal nudges,8.223306314969,241
BOR0206,38,8316,22368,36,7.6738591262289075,546,183,7,Unemployed,Medical,Master's,Married,0,Mortgage,26.530302839138624,19933,71621,0.3062223330583192,2,2,0,697.5713176169063,0.22414622414622415,0.0838830348264678,0.2061696488539861,3.5929065917527843,3.300060698509134,14.923871371889636,1.0140152862017473,0.752,0.5204372930105275,0.009389671361502348,0.725,0,Legal Escalation Candidate Segment,0.43152845222790015,0.406502095905898,0.161969451866202,0.6754297097714389,0.4701206886485647,13463.340404874092,Medium,Personalized follow-up plus flexible settlement options,8.22272508217857,242
BOR0384,64,4832,22685,36,12.081383461041144,340,137,6,Employed,Education,PhD,Single,4,Owned,26.86667222621655,8012,37679,0.1028743420282139,8,3,0,754.3486960760035,0.391228614790287,0.15611521028062986,0.12683273274180107,4.702233869961312,0.9987578335308966,16.119671000356103,0.8212089475262009,0.7105555555555556,0.5569607218683652,0.04790419161676647,0.6783333333333332,0,Legal Escalation Candidate Segment,0.41856803949769256,0.3605081767195734,0.220923783782734,0.6348729455294366,0.4811936965169773,5086.602039581846,Medium,Personalized follow-up plus flexible settlement options,8.22221536623177,243
BOR0057,35,13540,35105,12,12.152919270079083,423,164,12,Unemployed,Business,High School,Widowed,4,Owned,14.504942553204112,18610,66576,0.7721526506679773,9,0,1,3121.5485898260404,0.21605736090595765,0.23054273189261745,0.5284281872190654,3.577239267100102,0.9831508082743964,11.026323323071137,5.10594547390058,0.8940555555555556,0.4512420434234045,0.04639175257731959,0.7733333333333333,0,Legal Escalation Candidate Segment,0.4351717413586947,0.4141162747952777,0.1507119838460275,0.6836415062358613,0.5004441320578012,12722.568431049378,Medium,Personalized follow-up plus flexible settlement options,8.216412404560304,244
BOR0273,58,4871,29917,36,9.012576061585296,849,305,5,Employed,Debt Consolidation,Master's,Divorced,0,Owned,23.23456809359373,34881,38098,0.313991495067342,1,1,0,951.5277176546944,0.5118216656401834,0.195345456303571,0.2606007776236451,1.0921965483630525,5.229863107914307,13.682900396236493,0.794942375271164,0.625,0.5081354388129172,0.0029850746268656717,0.575,0,Legal Escalation Candidate Segment,0.42069812038775123,0.38742252147543155,0.19187935813681742,0.6531516332730102,0.4367014383725434,22782.582120195868,Low,Automated reminders via SMS/email and self-service portal nudges,8.210650821525196,245
BOR0372,68,6637,25607,24,9.197699189801291,489,43,4,Retired,Debt Consolidation,Master's,Single,4,Rented,17.49317271839694,35490,12537,0.4280212670850569,13,3,1,1172.1733232177191,0.3215182562402692,0.17661192153348187,0.31488706158684815,0.35324448451720153,0.7483596015853452,18.3050888517764,0.6306982723197102,0.3249444444444444,0.696225,0.1780821917808219,0.43833333333333335,0,Legal Escalation Candidate Segment,0.40442074924705534,0.36568403351461853,0.22989521723832598,0.6238311693558265,0.3752486288076017,22139.768200438284,Low,Automated reminders via SMS/email and self-service portal nudges,8.20179777830825,246
BOR0247,53,12971,39393,48,6.716590692422011,455,259,9,Unemployed,Business,PhD,Single,1,Owned,25.73573350552467,10694,53014,0.4380149738810905,3,1,0,938.1433656197522,0.25308380232827077,0.07232621737874892,0.2734550334550368,4.956895745675549,2.3193829053791264,11.880798536272549,1.0426278058154115,0.8475,0.4833420533496809,0.010380622837370242,0.7416666666666667,0,Legal Escalation Candidate Segment,0.4172213111166026,0.39963447294126286,0.18314421594213434,0.6570019948813604,0.5036987033271157,7025.979333261268,Medium,Personalized follow-up plus flexible settlement options,8.20129191536776,247
BOR0097,30,12011,6908,12,8.035201223911027,818,74,23,Self-Employed,Education,Master's,Divorced,1,Mortgage,22.73329681125474,31819,74777,0.2387443856648637,8,3,0,601.0285074442966,0.047928287958260485,0.05003983910118196,0.15382733971120693,2.35,1.1519833668768642,17.92148469798824,8.275185550944594,0.5055555555555555,0.5019647489903447,0.07692307692307693,0.8233333333333333,0,Legal Escalation Candidate Segment,0.42954030932705883,0.39099892532422115,0.17946076534872013,0.6641396645215916,0.4429203291720766,21132.259985412522,Low,Automated reminders via SMS/email and self-service portal nudges,8.135000248870037,248
BOR0155,60,12048,10408,60,12.80959472133708,680,112,7,Employed,Education,Bachelor's,Single,2,Rented,26.55716636122696,37477,63645,0.7883710543224008,12,3,1,235.8007498118825,0.07198981850376272,0.01957177538279237,0.4424113787995771,1.6981962751480868,0.8101161056258163,19.008884866998258,0.551528578849773,0.49611111111111117,0.5262961458693398,0.08450704225352113,0.6783333333333335,0,Legal Escalation Candidate Segment,0.4145708596880339,0.39836559812674743,0.1870635421852186,0.6535902185640824,0.4261385801555687,24494.600621126116,Low,Automated reminders via SMS/email and self-service portal nudges,8.131192589696699,249
BOR0120,69,7305,19060,12,11.75281153794924,789,327,3,Employed,Business,Bachelor's,Single,4,Rented,3.783459671262317,37726,65867,0.3496262390120703,4,3,1,1691.254661780804,0.21743098334474104,0.2315201453498705,0.2964784968640804,1.7458849100113978,2.107626259494535,18.842652813578052,1.448253402096036,0.575,0.5589815236533673,0.011204481792717087,0.625,0,Legal Escalation Candidate Segment,0.4307219739780637,0.3999137738476657,0.1693642521742706,0.6706702382866632,0.42281434511366894,25301.705409602655,Low,Automated reminders via SMS/email and self-service portal nudges,8.122768951569531,250
BOR0406,49,8031,35987,12,6.1201878017457645,730,185,1,Unemployed,Business,PhD,Single,3,Rented,7.248038293072891,33715,28469,0.5111434538701196,2,3,0,3099.260963155257,0.37341759017141907,0.38591221057841574,0.4547893943888529,0.844376557124214,3.4752425937057914,17.702083041632864,0.43547888947610014,0.525,0.643490077274324,0.009302325581395349,0.5416666666666667,0,Legal Escalation Candidate Segment,0.4255535526688396,0.4008667828225351,0.17357966450862525,0.6660736223623607,0.4033021454644656,22456.67217794699,Low,Automated reminders via SMS/email and self-service portal nudges,8.109920098334843,251
BOR0376,48,12320,32856,24,13.727995535481709,617,45,17,Retired,Business,Master's,Divorced,0,Rented,13.737008853812142,24309,74599,0.6220136135769513,10,3,1,1573.2926281799878,0.22224025974025974,0.1277023237159081,0.39957353313948185,3.0686548745372275,0.9180584606645609,18.375974938775585,2.7119543225131086,0.46649999999999997,0.46695013404825736,0.13333333333333333,0.7749999999999999,0,Legal Escalation Candidate Segment,0.39579111080244955,0.3894787311765931,0.2147301580209573,0.6294783495084054,0.45038907281953644,15301.989198199828,Low,Automated reminders via SMS/email and self-service portal nudges,8.104869616823727,252
BOR0454,46,3276,14130,12,9.704896535698309,663,132,8,Employed,Home Improvement,High School,Married,2,Rented,12.275477623754655,8989,1831,0.5058637416167574,0,2,0,1240.3129810976175,0.35943223443223443,0.37860591608596383,0.44859772012790033,0.20367074527252502,9.103868127465667,13.982344753975672,3.260232752147836,0.5851666666666666,0.7466583333333332,0.0,0.6866666666666665,0,Legal Escalation Candidate Segment,0.43474795816845807,0.39335069340825857,0.17190134842328336,0.6707583742134132,0.4340403900946147,6029.447025804371,Low,Automated reminders via SMS/email and self-service portal nudges,8.088260264184015,253
BOR0368,61,6261,34975,36,14.198667175634972,590,117,5,Unemployed,Education,Master's,Married,3,Mortgage,25.90294733368153,34328,50182,0.1088044687403367,8,3,0,1198.7401414021106,0.4655140286429218,0.19146145047150784,0.1460001105193637,1.461796149028518,1.1604161952206473,19.08258953230359,0.6625950867313424,0.505,0.5469598619054261,0.05442176870748299,0.6033333333333333,0,Legal Escalation Candidate Segment,0.4229753384381682,0.3818161272587415,0.19520853430309015,0.6520650147934131,0.4176577403842815,22384.087827828283,Low,Automated reminders via SMS/email and self-service portal nudges,8.064910576478976,254
BOR0063,27,4504,44001,60,14.145260555128186,437,100,10,Self-Employed,Education,Master's,Married,2,Mortgage,5.8487481449589165,12316,13186,0.6236739675212425,9,1,1,1027.1429711874505,0.8141096802841918,0.22805128134712488,0.44564375874288964,1.07055289437363,0.9418735700941484,12.901248488206244,0.7691867528068765,0.6592777777777779,0.5267829345820378,0.06923076923076923,0.65,0,Legal Escalation Candidate Segment,0.4180703616888732,0.37139798685285785,0.2105316514582688,0.6409091538005879,0.4627646055851735,7893.437138208041,Medium,Personalized follow-up plus flexible settlement options,8.055753920702129,255
BOR0225,59,10053,18718,24,14.70289322922218,525,274,22,Unemployed,Medical,PhD,Widowed,4,Rented,23.934140440232177,1294,31007,0.4166471269351014,14,3,2,904.9330782882181,0.15516098013859875,0.0900162218530009,0.2696632196481562,23.943629343629343,0.4777510649422425,13.151863054132136,5.148706839527691,0.8875000000000001,0.6066779540763674,0.046052631578947366,1.0,0,Legal Escalation Candidate Segment,0.40258438034178196,0.37602291751832145,0.22139270213989687,0.6281981308527749,0.5691712149456963,812.8883813234906,Very High,Legal notice preparation and debt recovery escalation,8.004238234593878,256
BOR0412,46,10472,29027,48,4.296424522287389,412,221,19,Retired,Medical,Bachelor's,Single,3,Rented,1.9228413310852643,8733,57089,0.4256438031851698,2,0,2,659.2595527585839,0.23098898650369237,0.06295450274623605,0.26243361798764964,6.536409434394321,3.024992911348502,9.464878345767403,2.1385597969911108,0.9440000000000001,0.4515695743562796,0.00796812749003984,0.8,0,Legal Escalation Candidate Segment,0.4299008876876086,0.40499130680994916,0.16510780550244245,0.6728956717735781,0.5214178133471743,5876.397901598658,High,Personalized follow-up plus flexible settlement options,8.002679946486216,257
BOR0302,56,11860,16485,12,5.935186532653001,502,22,17,Retired,Business,PhD,Divorced,0,Mortgage,29.96378807446964,24207,25757,0.7245665408766745,4,1,2,1418.314046793894,0.11583052276559865,0.11958803092697251,0.4523262113993087,1.063987111698612,2.0188876872056274,12.832274623956271,4.441950139232962,0.46011111111111114,0.4381791637549499,0.07692307692307693,0.6033333333333333,0,Legal Escalation Candidate Segment,0.3837987092663002,0.3660023731315735,0.2501989176021264,0.6034001331452443,0.4403121356778134,14606.50702304693,Low,Automated reminders via SMS/email and self-service portal nudges,7.991621933197548,258
BOR0334,49,6363,14503,24,8.313677148675255,737,228,10,Employed,Home Improvement,Master's,Married,3,Rented,12.169357783417125,34917,76154,0.7130337772014088,11,0,2,658.0081989886179,0.18993923201843993,0.10341162957545465,0.4387038107697295,2.1809381980640357,0.87172981121206,11.330431359899844,2.2640508348142667,0.75,0.41773734488871384,0.04263565891472868,0.7166666666666667,0,Legal Escalation Candidate Segment,0.4364659880601894,0.40601525082682144,0.15751876111298876,0.6800751385562822,0.46545115993841657,23746.183612969708,Medium,Personalized follow-up plus flexible settlement options,7.990263090125776,259
BOR0007,40,8303,19369,48,5.57012003093632,526,356,13,Unemployed,Home Improvement,Bachelor's,Single,3,Rented,21.782545544515514,5285,46451,0.6431106026808887,9,2,1,451.0738903037453,0.19439760729053757,0.05432661571766172,0.37815780854743664,8.787552024214907,0.8572817095164235,12.670466616356512,1.5918867742319855,0.887,0.5523936708860759,0.023316062176165803,0.9333333333333333,0,Legal Escalation Candidate Segment,0.43607611556526815,0.4152309221251218,0.1486929623096097,0.6852146688403412,0.5220104652537783,3621.359524821203,High,Personalized follow-up plus flexible settlement options,7.980104739075378,260
BOR0035,65,4082,29818,24,11.108772029268188,841,340,4,Self-Employed,Education,Bachelor's,Single,1,Rented,13.13150474800624,31932,54943,0.5831197494230326,14,2,1,1391.2588089018022,0.6087293810223746,0.34082773368490993,0.47408834234087743,1.7205711959415024,0.6914263491215333,16.132941845910466,0.9719804128805861,0.6,0.50503870607649,0.03783783783783784,0.6,0,Legal Escalation Candidate Segment,0.4232717552201835,0.3938232326989475,0.18290501208086907,0.659565694839552,0.4312822983542912,21061.251767616573,Low,Automated reminders via SMS/email and self-service portal nudges,7.963360179213895,261
BOR0095,46,6360,5235,24,6.32980107617698,832,227,8,Unemployed,Debt Consolidation,High School,Married,4,Mortgage,13.669486483196325,14345,42616,0.2766812004595059,1,2,0,232.79713395898733,0.06859276729559749,0.03660332294952631,0.16864615558001508,2.9705841349505087,4.78561321834319,14.247892442950727,1.809781876318147,0.7,0.5072388170604845,0.0038910505836575876,0.7666666666666666,0,Legal Escalation Candidate Segment,0.4309371075079618,0.39624621529644155,0.17281667719559626,0.6686848366858267,0.47035485615421263,9592.283982258185,Medium,Personalized follow-up plus flexible settlement options,7.9580273313919,262
BOR0316,38,6780,49039,60,6.132287955736056,793,210,18,Employed,Home Improvement,Master's,Single,4,Owned,17.12561808836285,4067,9930,0.3716409319826699,11,3,1,951.0806814842878,0.6027409046214356,0.14027738664959996,0.26752733658278843,2.4410029498525074,0.6925755630973708,14.112888786001193,1.6055574400428199,0.8,0.6316670023159803,0.04583333333333333,1.0,0,Legal Escalation Candidate Segment,0.44515286300112294,0.4089967923855712,0.14585034461330565,0.6905509384324656,0.5111418900188974,2808.470666604838,Medium,Personalized follow-up plus flexible settlement options,7.942355364684647,263
BOR0483,60,5086,7421,12,12.037002581583856,739,187,3,Unemployed,Medical,Master's,Single,1,Mortgage,9.307058512341143,29799,30936,0.30294733384312,9,1,0,659.4753262096742,0.12159195176300956,0.12966483016312902,0.22497020718712407,1.0381208053691275,1.0302263672493495,13.850816900055738,1.3091104907074873,0.575,0.49397939091271503,0.041474654377880185,0.49166666666666664,0,Legal Escalation Candidate Segment,0.41831583939943945,0.3680955456210304,0.21358861497953022,0.6391731667720577,0.42328744159816245,19046.72119664055,Low,Automated reminders via SMS/email and self-service portal nudges,7.906497622085272,264
BOR0258,46,12700,6990,36,10.721425606885312,832,74,14,Unemployed,Medical,PhD,Widowed,4,Owned,10.290801377700731,34808,36113,0.4323047889897491,12,1,1,227.92259555015912,0.04586614173228346,0.017946661066941663,0.2458436314244858,1.0374615760291879,0.8044331733088966,13.89460608966014,1.6790231552641206,0.5055555555555555,0.46283809602924075,0.11538461538461539,0.69,0,Legal Escalation Candidate Segment,0.4155110035441384,0.39053024376019085,0.19395875269567076,0.6498291498002529,0.43222216374094674,22619.253046247202,Low,Automated reminders via SMS/email and self-service portal nudges,7.894523880320301,265
BOR0162,53,3324,6120,60,8.938257604781594,396,24,19,Unemployed,Medical,Bachelor's,Widowed,2,Mortgage,28.06183469003396,21576,56096,0.3442092916237033,0,2,1,126.85782341964682,0.15342960288808663,0.0381642068049479,0.2064890034552634,2.5998053482875285,9.979383211539385,15.219912666497143,1.0193106778749301,0.5186666666666666,0.4340417455478902,0.0,0.6733333333333333,0,Legal Escalation Candidate Segment,0.40378715218941863,0.36757317934921696,0.2286396684613643,0.6243310597989488,0.4489181444640166,13470.566946222118,Low,Automated reminders via SMS/email and self-service portal nudges,7.8932741352245355,266
BOR0086,45,2728,37293,48,9.255121055003528,462,153,15,Employed,Medical,Bachelor's,Single,4,Rented,2.98484006618894,12161,56321,0.4435672108876299,13,0,0,932.5621441739077,1.1392045454545454,0.3418482933188811,0.39779369798169295,4.630899523104753,0.6718622582628611,10.27661493023157,1.5740476882542591,0.844,0.41758585632612477,0.07103825136612021,0.755,0,Legal Escalation Candidate Segment,0.4253658531209771,0.39506383793258776,0.17957030894643503,0.6624041558805297,0.5014872986776557,8055.496939663121,Medium,Personalized follow-up plus flexible settlement options,7.887537242597816,267
