Date,App,Usage (minutes),Notifications,Times Opened,Synthetic
2025-01-08,8 Ball Pool,17.09,5,8,1
2025-01-08,Facebook,35.35,47,31,1
2025-01-08,Instagram,79.39,59,46,1
2025-01-08,LinkedIn,19.52,9,6,1
2025-01-08,Netflix,82.35,0,3,1
2025-01-08,Safari,10.23,1,7,1
2025-01-08,WhatsApp,45.96,122,75,1
2025-01-08,X,30.34,27,16,1
2025-01-09,8 Ball Pool,19.64,5,8,1
2025-01-09,Facebook,36.35,42,30,1
2025-01-09,Instagram,81.73,54,47,1
2025-01-09,LinkedIn,15.68,9,5,1
2025-01-09,Netflix,80.07,0,3,1
2025-01-09,Safari,11.88,1,6,1
2025-01-09,WhatsApp,52.18,114,73,1
2025-01-09,X,30.83,31,13,1
2025-01-10,8 Ball Pool,18.16,4,7,1
2025-01-10,Facebook,31.86,36,26,1
2025-01-10,Instagram,72.42,52,40,1
2025-01-10,LinkedIn,15.39,9,4,1
2025-01-10,Netflix,64.4,0,2,1
2025-01-10,Safari,12.96,1,5,1
2025-01-10,WhatsApp,50.46,87,73,1
2025-01-10,X,24.07,28,13,1
2025-01-11,8 Ball Pool,18.53,5,8,1
2025-01-11,Facebook,35.29,39,33,1
2025-01-11,Instagram,85.19,51,51,1
2025-01-11,LinkedIn,15.69,10,5,1
2025-01-11,Netflix,78.55,0,3,1
2025-01-11,Safari,10.21,1,5,1
2025-01-11,WhatsApp,55.5,109,79,1
2025-01-11,X,29.61,26,15,1
2025-01-12,8 Ball Pool,21.09,5,8,1
2025-01-12,Facebook,34.01,46,31,1
2025-01-12,Instagram,86.5,58,41,1
2025-01-12,LinkedIn,17.7,12,6,1
2025-01-12,Netflix,75.87,1,3,1
2025-01-12,Safari,11.22,1,6,1
2025-01-12,WhatsApp,49.35,109,81,1
2025-01-12,X,28.12,30,16,1
2025-01-13,8 Ball Pool,17.72,4,8,1
2025-01-13,Facebook,32.09,38,33,1
2025-01-13,Instagram,71.43,54,42,1
2025-01-13,LinkedIn,16.36,9,4,1
2025-01-13,Netflix,64.39,0,3,1
2025-01-13,Safari,12.06,1,5,1
2025-01-13,WhatsApp,41.95,103,70,1
2025-01-13,X,29.6,28,12,1
2025-01-14,8 Ball Pool,17.09,4,7,1
2025-01-14,Facebook,37.77,43,34,1
2025-01-14,Instagram,72.6,58,44,1
2025-01-14,LinkedIn,15.66,11,5,1
2025-01-14,Netflix,90.24,1,2,1
2025-01-14,Safari,11.75,1,7,1
2025-01-14,WhatsApp,59.23,100,80,1
2025-01-14,X,29.85,34,14,1
2025-01-15,8 Ball Pool,17.05,5,9,1
2025-01-15,Facebook,31.71,44,38,1
2025-01-15,Instagram,92.5,55,47,1
2025-01-15,LinkedIn,16.68,10,5,1
2025-01-15,Netflix,64.54,1,3,1
2025-01-15,Safari,12.47,2,6,1
2025-01-15,WhatsApp,51.93,109,72,1
2025-01-15,X,30.06,32,15,1
2025-01-16,8 Ball Pool,18.64,5,9,1
2025-01-16,Facebook,35.8,42,33,1
2025-01-16,Instagram,86.3,49,41,1
2025-01-16,LinkedIn,15.11,9,5,1
2025-01-16,Netflix,82.69,0,3,1
2025-01-16,Safari,11.1,1,6,1
2025-01-16,WhatsApp,47.05,108,68,1
2025-01-16,X,32.36,25,13,1
2025-01-17,8 Ball Pool,18.93,4,8,1
2025-01-17,Facebook,34.44,31,25,1
2025-01-17,Instagram,70.9,50,35,1
2025-01-17,LinkedIn,14.0,8,5,1
2025-01-17,Netflix,73.52,0,2,1
2025-01-17,Safari,12.46,1,5,1
2025-01-17,WhatsApp,48.12,91,60,1
2025-01-17,X,27.54,21,12,1
2025-01-18,8 Ball Pool,19.6,4,7,1
2025-01-18,Facebook,36.87,41,35,1
2025-01-18,Instagram,72.69,57,43,1
2025-01-18,LinkedIn,16.56,9,5,1
2025-01-18,Netflix,78.52,1,3,1
2025-01-18,Safari,11.39,1,7,1
2025-01-18,WhatsApp,50.13,110,73,1
2025-01-18,X,28.98,30,15,1
2025-01-19,8 Ball Pool,18.0,5,8,1
2025-01-19,Facebook,36.35,38,31,1
2025-01-19,Instagram,81.79,48,44,1
2025-01-19,LinkedIn,17.1,10,5,1
2025-01-19,Netflix,85.68,0,2,1
2025-01-19,Safari,12.42,1,6,1
2025-01-19,WhatsApp,53.36,115,79,1
2025-01-19,X,30.58,28,16,1
2025-01-20,8 Ball Pool,19.16,5,6,1
2025-01-20,Facebook,25.96,39,30,1
2025-01-20,Instagram,75.88,53,39,1
2025-01-20,LinkedIn,16.31,9,5,1
2025-01-20,Netflix,83.4,0,2,1
2025-01-20,Safari,10.43,1,5,1
2025-01-20,WhatsApp,47.13,94,69,1
2025-01-20,X,33.41,28,13,1
2025-01-21,8 Ball Pool,20.3,4,8,1
2025-01-21,Facebook,35.65,47,36,1
2025-01-21,Instagram,92.08,52,43,1
2025-01-21,LinkedIn,16.23,9,6,1
2025-01-21,Netflix,79.23,1,3,1
2025-01-21,Safari,13.73,1,6,1
2025-01-21,WhatsApp,54.24,100,71,1
2025-01-21,X,27.47,27,14,1
2025-01-22,8 Ball Pool,20.02,4,9,1
2025-01-22,Facebook,37.14,38,35,1
2025-01-22,Instagram,93.19,56,45,1
2025-01-22,LinkedIn,17.9,10,5,1
2025-01-22,Netflix,81.18,0,3,1
2025-01-22,Safari,11.1,1,7,1
2025-01-22,WhatsApp,51.4,110,73,1
2025-01-22,X,29.31,29,17,1
2025-01-23,8 Ball Pool,18.21,4,7,1
2025-01-23,Facebook,36.99,43,34,1
2025-01-23,Instagram,79.03,57,48,1
2025-01-23,LinkedIn,16.46,10,5,1
2025-01-23,Netflix,63.87,1,3,1
2025-01-23,Safari,13.17,1,6,1
2025-01-23,WhatsApp,53.02,95,66,1
2025-01-23,X,30.39,27,13,1
2025-01-24,8 Ball Pool,16.26,4,7,1
2025-01-24,Facebook,28.66,44,27,1
2025-01-24,Instagram,67.51,47,40,1
2025-01-24,LinkedIn,15.76,8,5,1
2025-01-24,Netflix,72.1,0,2,1
2025-01-24,Safari,10.07,1,5,1
2025-01-24,WhatsApp,44.54,94,59,1
2025-01-24,X,27.72,24,11,1
2025-01-25,8 Ball Pool,19.92,5,9,1
2025-01-25,Facebook,38.38,38,31,1
2025-01-25,Instagram,76.41,53,45,1
2025-01-25,LinkedIn,17.05,10,5,1
2025-01-25,Netflix,74.77,1,3,1
2025-01-25,Safari,11.7,1,6,1
2025-01-25,WhatsApp,49.86,105,72,1
2025-01-25,X,30.22,30,12,1
2025-01-26,8 Ball Pool,19.53,4,9,1
2025-01-26,Facebook,41.49,43,35,1
2025-01-26,Instagram,90.15,59,45,1
2025-01-26,LinkedIn,17.51,9,6,1
2025-01-26,Netflix,84.52,0,3,1
2025-01-26,Safari,11.61,1,7,1
2025-01-26,WhatsApp,53.75,106,81,1
2025-01-26,X,28.54,28,15,1
2025-01-27,8 Ball Pool,17.63,5,8,1
2025-01-27,Facebook,34.34,39,33,1
2025-01-27,Instagram,74.75,52,40,1
2025-01-27,LinkedIn,18.63,9,5,1
2025-01-27,Netflix,71.44,1,2,1
2025-01-27,Safari,13.82,0,5,1
2025-01-27,WhatsApp,49.78,95,69,1
2025-01-27,X,26.18,24,14,1
2025-01-28,8 Ball Pool,19.6,5,10,1
2025-01-28,Facebook,36.18,38,31,1
2025-01-28,Instagram,86.25,54,43,1
2025-01-28,LinkedIn,16.59,9,6,1
2025-01-28,Netflix,72.51,0,3,1
2025-01-28,Safari,10.75,1,6,1
2025-01-28,WhatsApp,53.09,117,72,1
2025-01-28,X,28.79,30,13,1
2025-01-29,8 Ball Pool,22.99,5,8,1
2025-01-29,Facebook,39.17,46,30,1
2025-01-29,Instagram,79.58,61,46,1
2025-01-29,LinkedIn,16.71,10,5,1
2025-01-29,Netflix,76.91,0,3,1
2025-01-29,Safari,12.72,1,6,1
2025-01-29,WhatsApp,56.35,112,82,1
2025-01-29,X,28.0,31,15,1
2025-01-30,8 Ball Pool,20.47,4,8,1
2025-01-30,Facebook,33.4,40,31,1
2025-01-30,Instagram,88.82,51,45,1
2025-01-30,LinkedIn,15.61,8,5,1
2025-01-30,Netflix,65.71,0,3,1
2025-01-30,Safari,10.59,1,6,1
2025-01-30,WhatsApp,54.96,106,71,1
2025-01-30,X,29.88,26,13,1
2025-01-31,8 Ball Pool,17.1,4,6,1
2025-01-31,Facebook,28.07,36,27,1
2025-01-31,Instagram,85.02,43,34,1
2025-01-31,LinkedIn,17.77,8,4,1
2025-01-31,Netflix,71.14,0,2,1
2025-01-31,Safari,8.47,0,4,1
2025-01-31,WhatsApp,47.34,94,71,1
2025-01-31,X,27.76,21,14,1
2025-02-01,8 Ball Pool,17.34,4,7,1
2025-02-01,Facebook,38.45,45,32,1
2025-02-01,Instagram,88.81,51,45,1
2025-02-01,LinkedIn,17.76,9,6,1
2025-02-01,Netflix,70.12,0,3,1
2025-02-01,Safari,12.49,1,6,1
2025-02-01,WhatsApp,52.14,105,72,1
2025-02-01,X,31.19,30,13,1
2025-02-02,8 Ball Pool,19.37,5,10,1
2025-02-02,Facebook,36.13,44,32,1
2025-02-02,Instagram,80.74,56,43,1
2025-02-02,LinkedIn,16.95,9,5,1
2025-02-02,Netflix,85.11,1,3,1
2025-02-02,Safari,9.89,0,6,1
2025-02-02,WhatsApp,49.21,114,72,1
2025-02-02,X,28.55,28,13,1
2025-02-03,8 Ball Pool,19.57,4,8,1
2025-02-03,Facebook,30.46,37,29,1
2025-02-03,Instagram,74.94,51,39,1
2025-02-03,LinkedIn,16.41,9,5,1
2025-02-03,Netflix,68.79,0,2,1
2025-02-03,Safari,7.71,1,4,1
2025-02-03,WhatsApp,51.81,92,69,1
2025-02-03,X,25.47,27,14,1
2025-02-04,8 Ball Pool,19.23,5,8,1
2025-02-04,Facebook,33.58,44,35,1
2025-02-04,Instagram,79.22,53,41,1
2025-02-04,LinkedIn,16.85,9,5,1
2025-02-04,Netflix,78.5,1,2,1
2025-02-04,Safari,12.75,0,6,1
2025-02-04,WhatsApp,56.51,96,82,1
2025-02-04,X,27.86,30,15,1
2025-02-05,8 Ball Pool,21.03,5,9,1
2025-02-05,Facebook,33.17,44,33,1
2025-02-05,Instagram,82.5,56,45,1
2025-02-05,LinkedIn,15.52,10,6,1
2025-02-05,Netflix,80.01,1,2,1
2025-02-05,Safari,15.63,0,6,1
2025-02-05,WhatsApp,52.38,112,78,1
2025-02-05,X,32.56,30,16,1
2025-02-06,8 Ball Pool,17.48,5,10,1
2025-02-06,Facebook,36.39,42,29,1
2025-02-06,Instagram,78.39,52,42,1
2025-02-06,LinkedIn,16.73,10,5,1
2025-02-06,Netflix,73.09,0,3,1
2025-02-06,Safari,9.35,1,5,1
2025-02-06,WhatsApp,53.08,107,75,1
2025-02-06,X,29.17,30,13,1
2025-02-07,8 Ball Pool,17.44,5,7,1
2025-02-07,Facebook,28.38,38,31,1
2025-02-07,Instagram,75.74,52,38,1
2025-02-07,LinkedIn,16.03,9,5,1
2025-02-07,Netflix,60.39,1,3,1
2025-02-07,Safari,10.38,0,5,1
2025-02-07,WhatsApp,47.38,106,67,1
2025-02-07,X,25.4,24,12,1
2025-02-08,8 Ball Pool,20.26,5,8,1
2025-02-08,Facebook,30.07,44,35,1
2025-02-08,Instagram,84.43,53,46,1
2025-02-08,LinkedIn,17.79,10,5,1
2025-02-08,Netflix,81.12,0,3,1
2025-02-08,Safari,10.02,1,5,1
2025-02-08,WhatsApp,58.42,113,67,1
2025-02-08,X,29.79,29,15,1
2025-02-09,8 Ball Pool,18.94,5,7,1
2025-02-09,Facebook,36.81,46,32,1
2025-02-09,Instagram,92.47,57,41,1
2025-02-09,LinkedIn,15.82,10,6,1
2025-02-09,Netflix,75.6,0,3,1
2025-02-09,Safari,10.38,1,6,1
2025-02-09,WhatsApp,61.93,107,81,1
2025-02-09,X,29.57,27,16,1
2025-02-10,8 Ball Pool,18.98,5,8,1
2025-02-10,Facebook,33.35,35,25,1
2025-02-10,Instagram,78.4,54,41,1
2025-02-10,LinkedIn,16.76,8,4,1
2025-02-10,Netflix,73.27,0,3,1
2025-02-10,Safari,12.92,1,5,1
2025-02-10,WhatsApp,48.25,106,66,1
2025-02-10,X,27.56,23,13,1
2025-02-11,8 Ball Pool,19.39,5,8,1
2025-02-11,Facebook,39.49,40,32,1
2025-02-11,Instagram,88.47,52,41,1
2025-02-11,LinkedIn,17.55,10,4,1
2025-02-11,Netflix,72.31,0,3,1
2025-02-11,Safari,11.72,1,7,1
2025-02-11,WhatsApp,54.76,108,80,1
2025-02-11,X,26.76,28,14,1
2025-02-12,8 Ball Pool,21.45,4,8,1
2025-02-12,Facebook,33.73,40,33,1
2025-02-12,Instagram,85.57,49,46,1
2025-02-12,LinkedIn,17.82,9,5,1
2025-02-12,Netflix,78.88,1,3,1
2025-02-12,Safari,12.55,1,6,1
2025-02-12,WhatsApp,55.25,117,68,1
2025-02-12,X,29.24,33,14,1
2025-02-13,8 Ball Pool,16.34,4,9,1
2025-02-13,Facebook,33.39,43,33,1
2025-02-13,Instagram,86.89,46,40,1
2025-02-13,LinkedIn,17.85,11,4,1
2025-02-13,Netflix,79.36,0,3,1
2025-02-13,Safari,11.31,1,6,1
2025-02-13,WhatsApp,50.38,108,73,1
2025-02-13,X,29.53,33,15,1
2025-02-14,8 Ball Pool,18.34,4,6,1
2025-02-14,Facebook,32.83,38,32,1
2025-02-14,Instagram,66.34,47,38,1
2025-02-14,LinkedIn,14.44,8,5,1
2025-02-14,Netflix,70.43,0,2,1
2025-02-14,Safari,9.8,0,5,1
2025-02-14,WhatsApp,48.85,92,65,1
2025-02-14,X,25.54,22,11,1
2025-02-15,8 Ball Pool,15.49,5,10,1
2025-02-15,Facebook,33.29,43,35,1
2025-02-15,Instagram,89.42,57,46,1
2025-02-15,LinkedIn,16.28,9,6,1
2025-02-15,Netflix,80.76,0,3,1
2025-02-15,Safari,10.07,1,7,1
2025-02-15,WhatsApp,55.81,94,76,1
2025-02-15,X,28.43,26,13,1
2025-02-16,8 Ball Pool,20.57,5,8,1
2025-02-16,Facebook,40.78,40,33,1
2025-02-16,Instagram,84.73,56,43,1
2025-02-16,LinkedIn,16.85,10,5,1
2025-02-16,Netflix,89.01,0,3,1
2025-02-16,Safari,11.71,1,4,1
2025-02-16,WhatsApp,52.13,105,77,1
2025-02-16,X,29.33,28,15,1
2025-02-17,8 Ball Pool,15.98,4,7,1
2025-02-17,Facebook,37.49,41,31,1
2025-02-17,Instagram,80.6,46,44,1
2025-02-17,LinkedIn,15.42,8,4,1
2025-02-17,Netflix,75.77,0,2,1
2025-02-17,Safari,11.43,1,5,1
2025-02-17,WhatsApp,52.24,106,68,1
2025-02-17,X,25.03,24,13,1
2025-02-18,8 Ball Pool,19.66,5,8,1
2025-02-18,Facebook,36.23,42,34,1
2025-02-18,Instagram,89.51,55,45,1
2025-02-18,LinkedIn,17.96,10,5,1
2025-02-18,Netflix,75.1,0,3,1
2025-02-18,Safari,12.01,1,5,1
2025-02-18,WhatsApp,55.59,115,74,1
2025-02-18,X,29.22,33,15,1
2025-02-19,8 Ball Pool,21.09,5,9,1
2025-02-19,Facebook,36.91,44,34,1
2025-02-19,Instagram,86.99,45,47,1
2025-02-19,LinkedIn,16.63,10,5,1
2025-02-19,Netflix,84.58,1,3,1
2025-02-19,Safari,13.09,1,6,1
2025-02-19,WhatsApp,51.49,108,79,1
2025-02-19,X,27.59,30,15,1
2025-02-20,8 Ball Pool,21.21,4,7,1
2025-02-20,Facebook,33.53,43,38,1
2025-02-20,Instagram,79.25,52,46,1
2025-02-20,LinkedIn,17.46,7,5,1
2025-02-20,Netflix,74.15,0,3,1
2025-02-20,Safari,10.29,0,6,1
2025-02-20,WhatsApp,50.53,99,66,1
2025-02-20,X,28.21,24,16,1
2025-02-21,8 Ball Pool,18.94,4,8,1
2025-02-21,Facebook,26.94,39,27,1
2025-02-21,Instagram,71.56,43,39,1
2025-02-21,LinkedIn,14.96,8,5,1
2025-02-21,Netflix,69.11,0,3,1
2025-02-21,Safari,12.03,1,4,1
2025-02-21,WhatsApp,48.42,91,66,1
2025-02-21,X,23.89,26,13,1
2025-02-22,8 Ball Pool,18.88,6,8,1
2025-02-22,Facebook,37.9,43,34,1
2025-02-22,Instagram,82.15,54,45,1
2025-02-22,LinkedIn,17.09,9,5,1
2025-02-22,Netflix,85.06,1,2,1
2025-02-22,Safari,11.89,1,6,1
2025-02-22,WhatsApp,56.01,100,73,1
2025-02-22,X,30.04,32,15,1
2025-02-23,8 Ball Pool,20.34,6,8,1
2025-02-23,Facebook,40.53,45,36,1
2025-02-23,Instagram,89.6,51,46,1
2025-02-23,LinkedIn,16.99,11,5,1
2025-02-23,Netflix,77.68,0,3,1
2025-02-23,Safari,12.62,0,6,1
2025-02-23,WhatsApp,52.67,113,80,1
2025-02-23,X,28.96,31,14,1
2025-02-24,8 Ball Pool,16.81,4,8,1
2025-02-24,Facebook,27.1,45,31,1
2025-02-24,Instagram,82.96,44,42,1
2025-02-24,LinkedIn,15.53,9,5,1
2025-02-24,Netflix,75.45,1,2,1
2025-02-24,Safari,9.68,0,5,1
2025-02-24,WhatsApp,43.74,103,72,1
2025-02-24,X,27.26,23,12,1
2025-02-25,8 Ball Pool,17.67,5,8,1
2025-02-25,Facebook,39.86,40,31,1
2025-02-25,Instagram,79.85,53,43,1
2025-02-25,LinkedIn,16.74,10,6,1
2025-02-25,Netflix,86.02,1,2,1
2025-02-25,Safari,12.27,0,6,1
2025-02-25,WhatsApp,52.06,108,76,1
2025-02-25,X,29.61,29,13,1
2025-02-26,8 Ball Pool,21.74,4,7,1
2025-02-26,Facebook,38.03,44,34,1
2025-02-26,Instagram,83.88,62,43,1
2025-02-26,LinkedIn,17.36,10,5,1
2025-02-26,Netflix,81.0,1,3,1
2025-02-26,Safari,12.91,1,5,1
2025-02-26,WhatsApp,54.94,115,78,1
2025-02-26,X,30.95,27,16,1
2025-02-27,8 Ball Pool,16.75,4,8,1
2025-02-27,Facebook,38.48,36,34,1
2025-02-27,Instagram,73.49,48,49,1
2025-02-27,LinkedIn,16.14,10,5,1
2025-02-27,Netflix,74.73,1,3,1
2025-02-27,Safari,10.27,1,5,1
2025-02-27,WhatsApp,47.4,111,76,1
2025-02-27,X,27.85,24,14,1
2025-02-28,8 Ball Pool,16.9,4,7,1
2025-02-28,Facebook,31.95,37,25,1
2025-02-28,Instagram,69.44,47,38,1
2025-02-28,LinkedIn,15.04,8,4,1
2025-02-28,Netflix,61.9,0,3,1
2025-02-28,Safari,11.42,1,5,1
2025-02-28,WhatsApp,46.27,86,64,1
2025-02-28,X,24.13,28,12,1
2025-03-01,8 Ball Pool,19.75,4,8,1
2025-03-01,Facebook,37.69,35,34,1
2025-03-01,Instagram,76.63,53,52,1
2025-03-01,LinkedIn,19.09,9,5,1
2025-03-01,Netflix,84.82,1,3,1
2025-03-01,Safari,9.73,1,6,1
2025-03-01,WhatsApp,52.53,101,72,1
2025-03-01,X,28.84,29,13,1
2025-03-02,8 Ball Pool,20.88,5,9,1
2025-03-02,Facebook,33.05,44,33,1
2025-03-02,Instagram,91.53,52,48,1
2025-03-02,LinkedIn,18.77,10,6,1
2025-03-02,Netflix,86.12,1,3,1
2025-03-02,Safari,10.45,1,6,1
2025-03-02,WhatsApp,48.55,114,76,1
2025-03-02,X,27.8,30,13,1
2025-03-03,8 Ball Pool,18.48,5,7,1
2025-03-03,Facebook,36.96,39,29,1
2025-03-03,Instagram,71.38,43,45,1
2025-03-03,LinkedIn,15.45,9,5,1
2025-03-03,Netflix,82.07,1,2,1
2025-03-03,Safari,10.08,1,4,1
2025-03-03,WhatsApp,42.68,102,68,1
2025-03-03,X,25.25,28,14,1
2025-03-04,8 Ball Pool,19.36,5,7,1
2025-03-04,Facebook,35.42,47,34,1
2025-03-04,Instagram,89.37,58,44,1
2025-03-04,LinkedIn,15.59,10,5,1
2025-03-04,Netflix,75.99,1,2,1
2025-03-04,Safari,12.2,1,7,1
2025-03-04,WhatsApp,54.4,107,72,1
2025-03-04,X,27.54,27,13,1
2025-03-05,8 Ball Pool,18.52,5,8,1
2025-03-05,Facebook,36.54,44,30,1
2025-03-05,Instagram,83.89,58,48,1
2025-03-05,LinkedIn,19.39,10,4,1
2025-03-05,Netflix,85.04,0,3,1
2025-03-05,Safari,12.5,1,6,1
2025-03-05,WhatsApp,51.23,108,76,1
2025-03-05,X,32.99,31,14,1
2025-03-06,8 Ball Pool,19.47,5,7,1
2025-03-06,Facebook,36.52,36,33,1
2025-03-06,Instagram,77.73,47,44,1
2025-03-06,LinkedIn,16.31,11,5,1
2025-03-06,Netflix,73.74,0,2,1
2025-03-06,Safari,11.03,1,5,1
2025-03-06,WhatsApp,51.16,104,70,1
2025-03-06,X,29.32,24,13,1
2025-03-07,8 Ball Pool,18.35,5,7,1
2025-03-07,Facebook,32.29,45,26,1
2025-03-07,Instagram,77.85,43,41,1
2025-03-07,LinkedIn,13.93,9,4,1
2025-03-07,Netflix,68.1,1,3,1
2025-03-07,Safari,11.08,1,5,1
2025-03-07,WhatsApp,44.48,110,62,1
2025-03-07,X,25.76,26,12,1
2025-03-08,8 Ball Pool,18.6,5,8,1
2025-03-08,Facebook,35.99,48,35,1
2025-03-08,Instagram,83.6,56,47,1
2025-03-08,LinkedIn,15.37,9,5,1
2025-03-08,Netflix,80.29,0,3,1
2025-03-08,Safari,10.14,0,6,1
2025-03-08,WhatsApp,50.02,128,75,1
2025-03-08,X,29.48,28,14,1
2025-03-09,8 Ball Pool,18.04,5,8,1
2025-03-09,Facebook,35.28,45,33,1
2025-03-09,Instagram,80.14,49,44,1
2025-03-09,LinkedIn,15.26,9,5,1
2025-03-09,Netflix,86.52,0,3,1
2025-03-09,Safari,11.87,1,6,1
2025-03-09,WhatsApp,48.65,116,72,1
2025-03-09,X,29.38,27,15,1
2025-03-10,8 Ball Pool,16.87,5,6,1
2025-03-10,Facebook,34.47,38,30,1
2025-03-10,Instagram,80.77,48,40,1
2025-03-10,LinkedIn,15.17,9,4,1
2025-03-10,Netflix,62.96,1,3,1
2025-03-10,Safari,11.72,1,5,1
2025-03-10,WhatsApp,51.18,99,67,1
2025-03-10,X,27.65,26,12,1
2025-03-11,8 Ball Pool,21.57,6,8,1
2025-03-11,Facebook,32.36,44,34,1
2025-03-11,Instagram,73.11,61,48,1
2025-03-11,LinkedIn,17.82,9,6,1
2025-03-11,Netflix,80.02,0,3,1
2025-03-11,Safari,11.37,0,7,1
2025-03-11,WhatsApp,58.03,113,78,1
2025-03-11,X,27.94,29,16,1
2025-03-12,8 Ball Pool,20.68,4,7,1
2025-03-12,Facebook,36.98,39,36,1
2025-03-12,Instagram,89.0,59,48,1
2025-03-12,LinkedIn,15.6,9,6,1
2025-03-12,Netflix,76.41,0,3,1
2025-03-12,Safari,11.96,1,6,1
2025-03-12,WhatsApp,55.24,109,78,1
2025-03-12,X,30.4,28,15,1
2025-03-13,8 Ball Pool,18.63,4,8,1
2025-03-13,Facebook,36.46,40,31,1
2025-03-13,Instagram,78.54,52,42,1
2025-03-13,LinkedIn,18.18,10,5,1
2025-03-13,Netflix,77.92,0,3,1
2025-03-13,Safari,10.19,1,6,1
2025-03-13,WhatsApp,54.69,106,78,1
2025-03-13,X,26.59,31,14,1
2025-03-14,8 Ball Pool,19.83,4,6,1
2025-03-14,Facebook,27.72,34,27,1
2025-03-14,Instagram,86.34,49,38,1
2025-03-14,LinkedIn,14.81,8,4,1
2025-03-14,Netflix,69.65,0,2,1
2025-03-14,Safari,9.66,0,5,1
2025-03-14,WhatsApp,48.48,96,66,1
2025-03-14,X,24.53,24,12,1
2025-03-15,8 Ball Pool,19.79,6,7,1
2025-03-15,Facebook,39.73,41,34,1
2025-03-15,Instagram,84.33,50,49,1
2025-03-15,LinkedIn,15.52,9,5,1
2025-03-15,Netflix,76.59,1,3,1
2025-03-15,Safari,12.19,1,6,1
2025-03-15,WhatsApp,52.34,100,73,1
2025-03-15,X,31.18,27,14,1
2025-03-16,8 Ball Pool,20.32,6,7,1
2025-03-16,Facebook,35.72,45,33,1
2025-03-16,Instagram,80.33,57,49,1
2025-03-16,LinkedIn,16.05,10,5,1
2025-03-16,Netflix,72.84,1,2,1
2025-03-16,Safari,12.66,1,5,1
2025-03-16,WhatsApp,53.98,108,77,1
2025-03-16,X,30.76,27,15,1
2025-03-17,8 Ball Pool,16.36,4,7,1
2025-03-17,Facebook,36.13,38,27,1
2025-03-17,Instagram,78.02,50,42,1
2025-03-17,LinkedIn,15.92,9,5,1
2025-03-17,Netflix,70.36,0,3,1
2025-03-17,Safari,9.73,0,5,1
2025-03-17,WhatsApp,48.23,105,71,1
2025-03-17,X,27.44,22,13,1
2025-03-18,8 Ball Pool,20.87,5,6,1
2025-03-18,Facebook,32.96,42,30,1
2025-03-18,Instagram,82.73,52,44,1
2025-03-18,LinkedIn,17.41,11,5,1
2025-03-18,Netflix,82.61,1,3,1
2025-03-18,Safari,12.7,1,6,1
2025-03-18,WhatsApp,53.23,101,81,1
2025-03-18,X,29.46,29,14,1
2025-03-19,8 Ball Pool,20.89,5,9,1
2025-03-19,Facebook,38.77,43,39,1
2025-03-19,Instagram,92.87,55,44,1
2025-03-19,LinkedIn,17.48,9,5,1
2025-03-19,Netflix,84.43,1,2,1
2025-03-19,Safari,9.18,2,5,1
2025-03-19,WhatsApp,53.32,111,75,1
2025-03-19,X,30.57,32,13,1
2025-03-20,8 Ball Pool,18.18,4,8,1
2025-03-20,Facebook,30.56,42,29,1
2025-03-20,Instagram,77.06,56,46,1
2025-03-20,LinkedIn,16.13,9,4,1
2025-03-20,Netflix,86.77,0,3,1
2025-03-20,Safari,13.65,0,5,1
2025-03-20,WhatsApp,49.04,115,77,1
2025-03-20,X,27.86,29,14,1
2025-03-21,8 Ball Pool,18.17,4,5,1
2025-03-21,Facebook,30.54,38,24,1
2025-03-21,Instagram,75.02,46,41,1
2025-03-21,LinkedIn,13.28,7,4,1
2025-03-21,Netflix,71.07,1,2,1
2025-03-21,Safari,7.79,1,4,1
2025-03-21,WhatsApp,47.13,94,67,1
2025-03-21,X,26.33,31,13,1
2025-03-22,8 Ball Pool,20.2,4,8,1
2025-03-22,Facebook,36.95,49,32,1
2025-03-22,Instagram,78.28,53,48,1
2025-03-22,LinkedIn,17.47,8,4,1
2025-03-22,Netflix,82.83,0,3,1
2025-03-22,Safari,10.44,0,6,1
2025-03-22,WhatsApp,52.13,106,75,1
2025-03-22,X,30.89,27,13,1
2025-03-23,8 Ball Pool,18.07,5,7,1
2025-03-23,Facebook,37.96,47,33,1
2025-03-23,Instagram,88.7,52,43,1
2025-03-23,LinkedIn,19.15,9,5,1
2025-03-23,Netflix,77.41,0,3,1
2025-03-23,Safari,12.73,1,5,1
2025-03-23,WhatsApp,51.77,112,76,1
2025-03-23,X,29.35,30,15,1
2025-03-24,8 Ball Pool,16.35,5,7,1
2025-03-24,Facebook,32.05,33,32,1
2025-03-24,Instagram,76.51,56,36,1
2025-03-24,LinkedIn,16.28,9,4,1
2025-03-24,Netflix,78.56,0,3,1
2025-03-24,Safari,11.04,0,5,1
2025-03-24,WhatsApp,50.17,96,71,1
2025-03-24,X,27.64,25,13,1
2025-03-25,8 Ball Pool,18.95,6,8,1
2025-03-25,Facebook,36.52,40,33,1
2025-03-25,Instagram,84.56,50,44,1
2025-03-25,LinkedIn,16.82,9,6,1
2025-03-25,Netflix,79.85,0,3,1
2025-03-25,Safari,11.24,1,6,1
2025-03-25,WhatsApp,49.66,106,73,1
2025-03-25,X,29.25,30,15,1
2025-03-26,8 Ball Pool,20.24,5,8,1
2025-03-26,Facebook,35.98,43,35,1
2025-03-26,Instagram,82.81,54,45,1
2025-03-26,LinkedIn,15.73,9,5,1
